id_match,id_team_home,name_team_home,id_team_away,name_team_away,score_HT,score_FT,0-75_dif,76-90+_dif,0-75,75+,0-15,16-30,31-45,46-59,60-74,75-79,80-84,85-89,90+,year,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HW,D,AW,>2.5,<2.5,match_dif,comeback,dif_class,prob_HW,prob_D,prob_AW,prob_25more,prob_25less
330.0,45.0,Everton,50.0,Manchester City,0-1,0-2,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Everton,Manchester City,0,2,A,0,1,10.0,6.25,1.3,1.49,2.61,-2.0,0.0,-1.0,0.09715994020926758,0.15545590433482812,0.7473841554559043,0.6365853658536585,0.36341463414634145
317.0,36.0,Fulham,33.0,Manchester United,0-2,0-3,-3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Fulham,Manchester United,0,3,A,0,2,5.5,4.4,1.61,1.6,2.34,-3.0,0.0,-2.0,0.17648670868731162,0.2206083858591395,0.6029049054535489,0.5939086294416244,0.40609137055837563
316.0,52.0,Crystal Palace,48.0,West Ham,0-1,1-1,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,Crystal Palace,West Ham,1,1,D,0,1,2.1,3.5,3.75,2.01,1.82,0.0,1.0,-1.0,0.46296296296296297,0.2777777777777778,0.2592592592592593,0.47519582245430814,0.5248041775456919
318.0,37.0,Huddersfield,42.0,Arsenal,0-2,1-2,-2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Huddersfield,Arsenal,1,2,A,0,2,5.75,4.4,1.6,1.79,2.04,-1.0,0.0,-2.0,0.169475204622051,0.221473278767453,0.6090515166104958,0.5326370757180157,0.46736292428198434
319.0,40.0,Liverpool,35.0,Bournemouth,2-0,3-0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Bournemouth,3,0,H,2,0,1.22,7.5,14.0,1.41,2.87,3.0,0.0,2.0,0.8001219233406995,0.1301531661967538,0.06972491046254667,0.6705607476635514,0.3294392523364486
321.0,41.0,Southampton,43.0,Cardiff,0-0,1-2,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2018,Southampton,Cardiff,1,2,A,0,0,1.75,3.9,5.0,2.06,1.77,-1.0,0.0,-1.0,0.5559515324305061,0.24946543121881687,0.19458303635067714,0.46214099216710186,0.5378590078328982
323.0,38.0,Watford,45.0,Everton,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Watford,Everton,1,0,H,0,0,2.35,3.5,3.2,1.92,1.89,1.0,0.0,1.0,0.415661532751902,0.27908702913341993,0.30525143811467803,0.4960629921259842,0.5039370078740157
315.0,51.0,Brighton,44.0,Burnley,0-1,1-3,-3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2018,Brighton,Burnley,1,3,A,0,1,2.05,3.3,4.2,2.29,1.63,-2.0,0.0,-2.0,0.47408927655207805,0.29451000513083636,0.23140071831708567,0.41581632653061223,0.5841836734693877
322.0,47.0,Tottenham,46.0,Leicester,1-0,3-1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2018,Tottenham,Leicester,3,1,H,1,0,1.7,3.9,5.5,1.81,2.02,2.0,0.0,2.0,0.5730697301629708,0.24979962596847446,0.17713064386855462,0.5274151436031332,0.47258485639686687
320.0,50.0,Manchester City,49.0,Chelsea,4-0,6-0,5.0,1.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,Manchester City,Chelsea,6,0,H,4,0,1.5,4.75,7.0,1.62,2.29,6.0,0.0,2.0,0.6535626535626535,0.20638820638820637,0.14004914004914004,0.5856777493606138,0.4143222506393862
324.0,39.0,Wolves,34.0,Newcastle,0-0,1-1,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2018,Wolves,Newcastle,1,1,D,0,0,1.7,3.75,5.75,2.22,1.66,0.0,1.0,-1.0,0.5717600265164071,0.2591978786874379,0.16904209479615512,0.42783505154639173,0.5721649484536083
328.0,43.0,Cardiff,38.0,Watford,0-1,1-5,-4.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2018,Cardiff,Watford,1,5,A,0,1,3.1,3.4,2.45,2.04,1.78,-4.0,0.0,-2.0,0.3147553372378613,0.28698280748157945,0.3982618552805592,0.4659685863874345,0.5340314136125655
334.0,48.0,West Ham,36.0,Fulham,2-1,3-1,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,West Ham,Fulham,3,1,H,2,1,1.95,3.8,4.0,1.7,2.18,2.0,0.0,1.0,0.4998355804011838,0.256494574153239,0.2436698454455771,0.5618556701030928,0.43814432989690716
327.0,44.0,Burnley,47.0,Tottenham,0-0,2-1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2018,Burnley,Tottenham,2,1,H,0,0,5.75,3.8,1.7,1.74,2.11,1.0,1.0,0.0,0.16962058553236184,0.2566627281081791,0.5737166863594592,0.548051948051948,0.451948051948052
326.0,35.0,Bournemouth,39.0,Wolves,1-0,1-1,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Bournemouth,Wolves,1,1,D,1,0,2.87,3.4,2.62,2.06,1.78,0.0,1.0,1.0,0.34018957128781685,0.2871600204694219,0.3726504082427612,0.46354166666666663,0.5364583333333334
333.0,34.0,Newcastle,37.0,Huddersfield,0-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2018,Newcastle,Huddersfield,2,0,H,0,0,1.83,3.5,5.25,2.47,1.55,2.0,0.0,2.0,0.5343511450381679,0.2793893129770993,0.18625954198473285,0.3855721393034826,0.6144278606965174
331.0,46.0,Leicester,52.0,Crystal Palace,0-1,1-4,-1.0,-2.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2018,Leicester,Crystal Palace,1,4,A,0,1,2.25,3.4,3.5,2.19,1.68,-3.0,0.0,-1.0,0.43391066545123064,0.2871467639015497,0.2789425706472197,0.43410852713178294,0.5658914728682171
325.0,42.0,Arsenal,41.0,Southampton,2-0,2-0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Arsenal,Southampton,2,0,H,2,0,1.5,4.75,7.0,1.6,2.32,2.0,0.0,2.0,0.6535626535626535,0.20638820638820637,0.14004914004914004,0.5918367346938775,0.40816326530612246
332.0,33.0,Manchester United,40.0,Liverpool,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester United,Liverpool,0,0,D,0,0,3.1,3.5,2.37,1.79,2.03,0.0,0.0,0.0,0.31311339272233124,0.27732900498263624,0.4095576022950324,0.5314136125654451,0.46858638743455505
336.0,43.0,Cardiff,45.0,Everton,0-1,0-3,-2.0,-1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2018,Cardiff,Everton,0,3,A,0,1,3.75,3.4,2.15,2.09,1.75,-3.0,0.0,-2.0,0.25993421637478886,0.2866921504133701,0.4533736332118411,0.4557291666666667,0.5442708333333333
337.0,37.0,Huddersfield,39.0,Wolves,0-0,1-0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Huddersfield,Wolves,1,0,H,0,0,5.0,3.5,1.85,2.44,1.56,1.0,1.0,0.0,0.19488337095560576,0.27840481565086533,0.526711813393529,0.39,0.61
338.0,46.0,Leicester,51.0,Brighton,1-0,2-1,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2018,Leicester,Brighton,2,1,H,1,0,1.9,3.5,4.6,2.21,1.68,1.0,0.0,1.0,0.5112734201333756,0.27754842807240393,0.2111781517942204,0.4318766066838046,0.5681233933161953
341.0,34.0,Newcastle,44.0,Burnley,2-0,2-0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Newcastle,Burnley,2,0,H,2,0,2.15,3.3,3.9,2.34,1.61,2.0,0.0,2.0,0.4539682539682539,0.29576719576719573,0.2502645502645503,0.40759493670886077,0.5924050632911392
335.0,42.0,Arsenal,35.0,Bournemouth,2-1,5-1,3.0,1.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2018,Arsenal,Bournemouth,5,1,H,2,1,1.44,5.0,7.5,1.52,2.54,4.0,0.0,2.0,0.6756756756756758,0.19459459459459463,0.12972972972972974,0.625615763546798,0.37438423645320196
342.0,41.0,Southampton,36.0,Fulham,2-0,2-0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Southampton,Fulham,2,0,H,2,0,1.9,3.7,4.33,1.9,1.92,2.0,0.0,2.0,0.5122130571008376,0.263028326619349,0.22475861627981328,0.5026178010471204,0.4973821989528796
339.0,52.0,Crystal Palace,33.0,Manchester United,0-1,1-3,-1.0,-1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2018,Crystal Palace,Manchester United,1,3,A,0,1,3.25,3.5,2.3,1.88,1.94,-2.0,0.0,-1.0,0.2992565055762082,0.2778810408921933,0.4228624535315985,0.5078534031413613,0.4921465968586388
340.0,49.0,Chelsea,47.0,Tottenham,0-0,2-0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,Chelsea,Tottenham,2,0,H,0,0,2.3,3.5,3.25,1.84,1.98,2.0,0.0,1.0,0.4228624535315985,0.2778810408921933,0.2992565055762082,0.518324607329843,0.48167539267015713
343.0,40.0,Liverpool,38.0,Watford,2-0,5-0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2018,Liverpool,Watford,5,0,H,2,0,1.28,6.0,12.0,1.54,2.48,5.0,0.0,2.0,0.7575757575757576,0.1616161616161616,0.0808080808080808,0.6169154228855721,0.38308457711442784
344.0,50.0,Manchester City,48.0,West Ham,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester City,West Ham,1,0,H,0,0,1.16,9.0,19.0,1.34,3.36,1.0,0.0,1.0,0.8403774326715158,0.10831531354432868,0.05130725378415569,0.7148936170212765,0.2851063829787234
351.0,47.0,Tottenham,42.0,Arsenal,0-1,1-1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Tottenham,Arsenal,1,1,D,0,1,2.05,3.7,3.75,1.62,2.31,0.0,0.0,0.0,0.4760271035251737,0.26374474654773133,0.2602281499270949,0.5877862595419847,0.41221374045801523
345.0,35.0,Bournemouth,50.0,Manchester City,0-0,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Bournemouth,Manchester City,0,1,A,0,0,13.0,7.5,1.22,1.39,2.97,-1.0,0.0,-1.0,0.07468778058933966,0.12945881968818873,0.7958533997224717,0.6811926605504588,0.31880733944954126
346.0,51.0,Brighton,37.0,Huddersfield,0-0,1-0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,Brighton,Huddersfield,1,0,H,0,0,1.85,3.4,5.25,2.48,1.55,1.0,1.0,0.0,0.5272874972306328,0.28690643231666796,0.18580607045269923,0.38461538461538464,0.6153846153846154
347.0,44.0,Burnley,52.0,Crystal Palace,0-1,1-3,-2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2018,Burnley,Crystal Palace,1,3,A,0,1,2.8,3.3,2.75,2.08,1.76,-2.0,0.0,-2.0,0.3488372093023256,0.2959830866807611,0.35517970401691334,0.4583333333333333,0.5416666666666667
350.0,33.0,Manchester United,41.0,Southampton,0-1,3-2,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2018,Manchester United,Southampton,3,2,H,0,1,1.45,4.5,8.5,1.69,2.19,1.0,1.0,0.0,0.6698774080560421,0.2158493870402802,0.11427320490367776,0.5644329896907216,0.43556701030927836
354.0,39.0,Wolves,43.0,Cardiff,2-0,2-0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Wolves,Cardiff,2,0,H,2,0,1.5,4.33,8.0,1.98,1.85,2.0,0.0,2.0,0.6519243436529595,0.22583984191211068,0.12223581443492991,0.4830287206266319,0.5169712793733681
353.0,48.0,West Ham,34.0,Newcastle,2-0,2-0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,West Ham,Newcastle,2,0,H,2,0,2.15,3.5,3.6,1.96,1.86,2.0,0.0,2.0,0.4521801543154494,0.27776780907949034,0.2700520366050601,0.486910994764398,0.5130890052356021
352.0,38.0,Watford,46.0,Leicester,1-0,2-1,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2018,Watford,Leicester,2,1,H,1,0,2.55,3.3,3.0,1.95,1.87,1.0,1.0,0.0,0.3812824956672444,0.29462738301559793,0.3240901213171577,0.4895287958115184,0.5104712041884817
349.0,36.0,Fulham,49.0,Chelsea,1-2,1-2,-1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Fulham,Chelsea,1,2,A,1,2,6.5,4.5,1.53,1.68,2.21,-1.0,0.0,-1.0,0.14941406250000003,0.2158203125,0.6347656250000001,0.5681233933161953,0.4318766066838046
348.0,45.0,Everton,40.0,Liverpool,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Everton,Liverpool,0,0,D,0,0,6.0,4.2,1.61,1.89,1.93,0.0,0.0,0.0,0.16246215943491424,0.23208879919273462,0.6054490413723511,0.5052356020942408,0.4947643979057591
358.0,52.0,Crystal Palace,51.0,Brighton,0-1,1-2,-1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2018,Crystal Palace,Brighton,1,2,A,0,1,1.83,3.6,5.0,2.17,1.7,-1.0,0.0,-1.0,0.5335230304108126,0.27120754045882983,0.19526942913035747,0.43927648578811374,0.5607235142118864
356.0,43.0,Cardiff,48.0,West Ham,1-0,2-0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Cardiff,West Ham,2,0,H,1,0,3.6,3.5,2.15,1.94,1.89,2.0,0.0,2.0,0.27005203660506016,0.2777678090794904,0.4521801543154495,0.49347258485639683,0.5065274151436031
359.0,37.0,Huddersfield,35.0,Bournemouth,0-1,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Bournemouth,0,2,A,0,1,3.4,3.3,2.35,2.22,1.67,-2.0,0.0,-2.0,0.287595030595216,0.2963100315223438,0.41609493788244023,0.42930591259640094,0.570694087403599
360.0,46.0,Leicester,36.0,Fulham,1-0,3-1,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2018,Leicester,Fulham,3,1,H,1,0,1.57,4.5,6.0,1.69,2.19,2.0,1.0,0.0,0.6209037599172128,0.21662642290444978,0.16246981717833733,0.5644329896907216,0.43556701030927836
363.0,34.0,Newcastle,45.0,Everton,0-2,3-2,-1.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2018,Newcastle,Everton,3,2,H,0,2,2.8,3.25,2.8,2.36,1.6,1.0,1.0,-1.0,0.3494623655913978,0.30107526881720426,0.3494623655913978,0.4040404040404041,0.595959595959596
364.0,41.0,Southampton,47.0,Tottenham,0-1,2-1,-1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2018,Southampton,Tottenham,2,1,H,0,1,4.5,3.8,1.85,1.8,2.03,1.0,1.0,-1.0,0.21660761053766756,0.25650901247881686,0.5268833769835156,0.5300261096605744,0.4699738903394256
362.0,50.0,Manchester City,38.0,Watford,0-0,3-1,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2018,Manchester City,Watford,3,1,H,0,0,1.16,9.0,19.0,1.32,3.32,2.0,0.0,2.0,0.8403774326715158,0.10831531354432868,0.05130725378415569,0.7155172413793104,0.28448275862068967
361.0,40.0,Liverpool,44.0,Burnley,2-1,4-2,2.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2018,Liverpool,Burnley,4,2,H,2,1,1.16,8.5,21.0,1.44,2.75,2.0,0.0,2.0,0.8391312523505078,0.11451673561489281,0.04635201203459947,0.6563245823389022,0.3436754176610979
357.0,49.0,Chelsea,39.0,Wolves,0-0,1-1,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2018,Chelsea,Wolves,1,1,D,0,0,1.55,4.2,7.0,1.9,1.92,0.0,1.0,-1.0,0.62874251497006,0.2320359281437126,0.13922155688622756,0.5026178010471204,0.4973821989528796
355.0,42.0,Arsenal,33.0,Manchester United,1-0,2-0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Arsenal,Manchester United,2,0,H,1,0,2.4,3.6,3.0,1.66,2.23,2.0,0.0,2.0,0.4054054054054055,0.2702702702702703,0.32432432432432434,0.5732647814910026,0.42673521850899737
365.0,35.0,Bournemouth,34.0,Newcastle,0-1,2-2,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2018,Bournemouth,Newcastle,2,2,D,0,1,2.05,3.6,3.8,2.01,1.82,0.0,0.0,0.0,0.4741767764298094,0.27001733102253034,0.2558058925476603,0.47519582245430814,0.5248041775456919
367.0,44.0,Burnley,46.0,Leicester,1-1,1-2,0.0,-1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Burnley,Leicester,1,2,A,1,1,3.1,3.4,2.45,2.01,1.82,-1.0,1.0,0.0,0.3147553372378613,0.28698280748157945,0.3982618552805592,0.47519582245430814,0.5248041775456919
373.0,48.0,West Ham,37.0,Huddersfield,1-2,4-3,-1.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2018,West Ham,Huddersfield,4,3,H,1,2,1.55,4.2,7.0,1.98,1.85,1.0,1.0,-1.0,0.62874251497006,0.2320359281437126,0.13922155688622756,0.4830287206266319,0.5169712793733681
369.0,36.0,Fulham,40.0,Liverpool,0-1,1-2,0.0,-1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,Fulham,Liverpool,1,2,A,0,1,12.0,7.0,1.25,1.48,2.62,-1.0,1.0,0.0,0.08120649651972157,0.13921113689095127,0.7795823665893272,0.6390243902439025,0.36097560975609755
368.0,45.0,Everton,49.0,Chelsea,0-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2018,Everton,Chelsea,2,0,H,0,0,4.0,3.8,1.95,1.92,1.89,2.0,0.0,2.0,0.24366984544557713,0.25649457415323906,0.4998355804011839,0.4960629921259842,0.5039370078740157
380.0,36.0,Fulham,50.0,Manchester City,0-2,0-2,-2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Fulham,Manchester City,0,2,A,0,2,21.0,11.0,1.12,1.29,3.55,-2.0,0.0,-2.0,0.046169989506820566,0.08814270724029381,0.8656873032528857,0.7334710743801653,0.26652892561983477
376.0,51.0,Brighton,41.0,Southampton,0-0,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Brighton,Southampton,0,1,A,0,0,2.55,3.2,3.1,2.44,1.56,-1.0,0.0,-1.0,0.3817587069463152,0.30421396959784486,0.3140273234558399,0.39,0.61
377.0,44.0,Burnley,39.0,Wolves,1-0,2-0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,Burnley,Wolves,2,0,H,1,0,3.2,3.25,2.45,2.3,1.63,2.0,0.0,1.0,0.30388321725026235,0.29920809083102756,0.39690869191871,0.41475826972010177,0.5852417302798981
379.0,52.0,Crystal Palace,37.0,Huddersfield,0-0,2-0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2018,Crystal Palace,Huddersfield,2,0,H,0,0,1.45,4.4,9.0,2.15,1.72,2.0,1.0,0.0,0.6708453328815857,0.22107403015415886,0.10808063696425545,0.4444444444444444,0.5555555555555556
381.0,46.0,Leicester,35.0,Bournemouth,1-0,2-0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Leicester,Bournemouth,2,0,H,1,0,1.85,3.8,4.5,1.68,2.21,2.0,0.0,1.0,0.5268833769835156,0.25650901247881686,0.21660761053766756,0.5681233933161953,0.4318766066838046
383.0,33.0,Manchester United,38.0,Watford,1-0,2-1,2.0,-1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2018,Manchester United,Watford,2,1,H,1,0,1.44,4.75,8.0,1.65,2.27,1.0,0.0,2.0,0.674237047551455,0.20440028388928316,0.1213626685592619,0.5790816326530612,0.42091836734693877
384.0,48.0,West Ham,45.0,Everton,0-2,0-2,-2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,West Ham,Everton,0,2,A,0,2,2.55,3.5,2.9,1.79,2.04,-2.0,0.0,-2.0,0.3834529656214583,0.2793728749527767,0.337174159425765,0.5326370757180157,0.46736292428198434
378.0,43.0,Cardiff,49.0,Chelsea,0-0,1-2,1.0,-2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2018,Cardiff,Chelsea,1,2,A,0,0,9.0,4.5,1.44,1.77,2.06,-1.0,1.0,1.0,0.10810810810810811,0.21621621621621623,0.6756756756756758,0.5378590078328982,0.46214099216710186
382.0,40.0,Liverpool,47.0,Tottenham,1-0,2-1,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2018,Liverpool,Tottenham,2,1,H,1,0,1.61,4.2,6.0,1.68,2.21,1.0,1.0,0.0,0.6054490413723511,0.23208879919273462,0.16246215943491424,0.5681233933161953,0.4318766066838046
375.0,42.0,Arsenal,34.0,Newcastle,1-0,2-0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Arsenal,Newcastle,2,0,H,1,0,1.36,5.25,9.5,1.59,2.36,2.0,0.0,1.0,0.7131622220633446,0.18474297562021877,0.1020948023164367,0.5974683544303797,0.4025316455696203
393.0,38.0,Watford,36.0,Fulham,1-1,4-1,3.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2018,Watford,Fulham,4,1,H,1,1,1.72,4.0,5.0,1.7,2.17,3.0,0.0,2.0,0.5636978579481398,0.2423900789177001,0.1939120631341601,0.5607235142118864,0.43927648578811374
394.0,39.0,Wolves,33.0,Manchester United,1-1,2-1,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,Wolves,Manchester United,2,1,H,1,1,4.0,3.6,2.0,2.03,1.8,1.0,1.0,0.0,0.24324324324324326,0.2702702702702703,0.4864864864864865,0.4699738903394256,0.5300261096605744
329.0,49.0,Chelsea,51.0,Brighton,1-0,3-0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2018,Chelsea,Brighton,3,0,H,1,0,1.25,6.5,15.0,1.7,2.16,3.0,0.0,2.0,0.7839195979899497,0.1507537688442211,0.06532663316582914,0.5595854922279793,0.4404145077720207
371.0,47.0,Tottenham,52.0,Crystal Palace,0-0,2-0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,Tottenham,Crystal Palace,2,0,H,0,0,1.45,5.0,7.5,1.65,2.24,2.0,0.0,1.0,0.6741573033707866,0.1955056179775281,0.1303370786516854,0.5758354755784061,0.42416452442159375
389.0,50.0,Manchester City,43.0,Cardiff,2-0,2-0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester City,Cardiff,2,0,H,2,0,1.06,17.0,34.0,1.22,4.15,2.0,0.0,2.0,0.9144701452393762,0.057019903173749345,0.028509951586874673,0.7728119180633148,0.22718808193668527
391.0,41.0,Southampton,40.0,Liverpool,1-1,1-3,0.0,-2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2018,Southampton,Liverpool,1,3,A,1,1,9.0,5.0,1.4,1.71,2.15,-2.0,1.0,0.0,0.10835913312693499,0.195046439628483,0.6965944272445821,0.5569948186528497,0.4430051813471503
385.0,35.0,Bournemouth,44.0,Burnley,1-2,1-3,-2.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Bournemouth,Burnley,1,3,A,1,2,2.1,3.6,3.75,1.84,1.99,-2.0,0.0,-2.0,0.4665629860031104,0.2721617418351478,0.26127527216174184,0.5195822454308094,0.4804177545691906
388.0,37.0,Huddersfield,46.0,Leicester,0-1,1-4,-1.0,-2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2018,Huddersfield,Leicester,1,4,A,0,1,5.0,4.0,1.72,2.0,1.83,-3.0,0.0,-1.0,0.1939120631341601,0.2423900789177001,0.5636978579481398,0.47780678851174935,0.5221932114882506
390.0,34.0,Newcastle,52.0,Crystal Palace,0-0,0-1,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Newcastle,Crystal Palace,0,1,A,0,0,2.6,3.25,3.0,2.26,1.65,-1.0,1.0,0.0,0.375,0.30000000000000004,0.325,0.42199488491048587,0.578005115089514
387.0,45.0,Everton,42.0,Arsenal,1-0,1-0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Everton,Arsenal,1,0,H,1,0,3.0,3.75,2.35,1.68,2.19,1.0,0.0,1.0,0.3250345781466113,0.26002766251728904,0.41493775933609955,0.5658914728682171,0.43410852713178294
