mins,type,detail,player,teamName,id_match
77,Goal,Normal Goal,P. Aubameyang,Arsenal,592321
45,Goal,Normal Goal,J. Bowen,West Ham,592317
51,Goal,Normal Goal,Matheus Pereira,West Brom,592317
66,Goal,Normal Goal,M. Antonio,West Ham,592317
6,Goal,Normal Goal,W. Ndidi,Leicester,592315
41,Goal,Normal Goal,J. Maddison,Leicester,592315
79,Goal,Normal Goal,Bernardo Silva,Manchester City,592145
90,Goal,Penalty,İ. Gündoğan,Manchester City,592145
5,Goal,Normal Goal,A. Lookman,Fulham,592313
21,Goal,Normal Goal,E. Cavani,Manchester United,592313
65,Goal,Normal Goal,P. Pogba,Manchester United,592313
83,Goal,Penalty,A. Barnes,Burnley,592319
13,Goal,Normal Goal,O. Watkins,Aston Villa,592241
42,Goal,Normal Goal,B. Traoré,Aston Villa,592241
17,Goal,Normal Goal,Raphinha,Leeds,592337
57,Goal,Normal Goal,M. Almirón,Newcastle,592337
61,Goal,Normal Goal,J. Harrison,Leeds,592337
3,Goal,Normal Goal,W. Zaha,Crystal Palace,592340
9,Goal,Normal Goal,T. Souček,West Ham,592340
25,Goal,Normal Goal,T. Souček,West Ham,592340
65,Goal,Normal Goal,C. Dawson,West Ham,592340
90,Goal,Normal Goal,M. Batshuayi,Crystal Palace,592340
6,Goal,Normal Goal,İ. Gündoğan,Manchester City,592335
20,Goal,Normal Goal,João Cancelo,Manchester City,592335
30,Goal,Normal Goal,İ. Gündoğan,Manchester City,592335
45,Goal,Normal Goal,R. Mahrez,Manchester City,592335
57,Goal,Normal Goal,R. Sterling,Manchester City,592335
3,Goal,Normal Goal,S. Armstrong,Southampton,592338
8,Goal,Normal Goal,N. Pépé,Arsenal,592338
39,Goal,Normal Goal,B. Saka,Arsenal,592338
72,Goal,Normal Goal,A. Lacazette,Arsenal,592338
14,Goal,Normal Goal,O. Watkins,Aston Villa,592332
52,Goal,Normal Goal,B. Mee,Burnley,592332
68,Goal,Normal Goal,J. Grealish,Aston Villa,592332
76,Goal,Normal Goal,D. McNeil,Burnley,592332
79,Goal,Normal Goal,C. Wood,Burnley,592332
30,Goal,Normal Goal,J. Rodríguez,Everton,592333
67,Goal,Normal Goal,Y. Tielemans,Leicester,592333
23,Goal,Normal Goal,K. Bryan,Sheffield Utd,592334
64,Goal,Normal Goal,H. Maguire,Manchester United,592334
74,Goal,Normal Goal,O. Burke,Sheffield Utd,592334
45,Goal,Normal Goal,Roberto Firmino,Liverpool,592339
47,Goal,Normal Goal,T. Alexander-Arnold,Liverpool,592339
49,Goal,Normal Goal,P. Højbjerg,Tottenham,592339
65,Goal,Normal Goal,S. Mané,Liverpool,592339
73,Goal,Normal Goal,C. Wilson,Newcastle,592345
90,Goal,Normal Goal,C. Wilson,Newcastle,592345
60,Goal,Normal Goal,E. Eze,Crystal Palace,592344
9,Goal,Normal Goal,Gabriel Jesus,Manchester City,592347
10,Goal,Normal Goal,B. De Cordova-Reid,Fulham,592349
47,Goal,Normal Goal,K. Bartley,West Brom,592349
66,Goal,Normal Goal,Matheus Pereira,West Brom,592349
76,Goal,Normal Goal,Ivan Cavaleiro,Fulham,592349
40,Goal,Normal Goal,Azpilicueta,Chelsea,592343
84,Goal,Normal Goal,Marcos Alonso,Chelsea,592343
13,Goal,Normal Goal,H. Barnes,Leicester,592346
15,Goal,Normal Goal,S. Dallas,Leeds,592346
70,Goal,Normal Goal,P. Bamford,Leeds,592346
84,Goal,Normal Goal,J. Harrison,Leeds,592346
57,Goal,Normal Goal,Mohamed Salah,Liverpool,592350
68,Goal,Normal Goal,Mohamed Salah,Liverpool,592350
84,Goal,Normal Goal,G. Wijnaldum,Liverpool,592350
87,Goal,Normal Goal,C. Dawson,West Ham,592350
17,Goal,Normal Goal,L. Trossard,Brighton,592342
41,Goal,Normal Goal,M. Phillips,West Brom,592355
56,Goal,Normal Goal,J. Bogle,Sheffield Utd,592355
73,Goal,Normal Goal,B. Sharp,Sheffield Utd,592355
32,Goal,Normal Goal,N. Pépé,Arsenal,592356
45,Goal,Penalty,Rúben Neves,Wolves,592356
49,Goal,Normal Goal,João Moutinho,Wolves,592356
18,Goal,Normal Goal,A. Wan-Bissaka,Manchester United,592357
25,Goal,Normal Goal,M. Rashford,Manchester United,592357
34,Goal,Own Goal,J. Bednarek,Manchester United,592357
39,Goal,Normal Goal,E. Cavani,Manchester United,592357
69,Goal,Normal Goal,A. Martial,Manchester United,592357
71,Goal,Normal Goal,S. McTominay,Manchester United,592357
87,Goal,Penalty,Bruno Fernandes,Manchester United,592357
90,Goal,Normal Goal,A. Martial,Manchester United,592357
90,Goal,Normal Goal,D. James,Manchester United,592357
2,Goal,Normal Goal,J. Shelvey,Newcastle,592358
21,Goal,Normal Goal,J. Riedewald,Crystal Palace,592358
25,Goal,Normal Goal,G. Cahill,Crystal Palace,592358
3,Goal,Normal Goal,Gabriel Jesus,Manchester City,592352
38,Goal,Normal Goal,R. Sterling,Manchester City,592352
17,Goal,Normal Goal,K. Iheanacho,Leicester,592353
44,Goal,Normal Goal,J. Justin,Leicester,592353
9,Goal,Normal Goal,G. Sigurðsson,Everton,592354
41,Goal,Normal Goal,D. Calvert-Lewin,Everton,592354
48,Goal,Normal Goal,Raphinha,Leeds,592354
51,Goal,Normal Goal,T. Souček,West Ham,592351
56,Goal,Normal Goal,J. Lingard,West Ham,592351
81,Goal,Normal Goal,O. Watkins,Aston Villa,592351
83,Goal,Normal Goal,J. Lingard,West Ham,592351
56,Goal,Normal Goal,S. Alzate,Brighton,592360
24,Goal,Penalty,Jorginho,Chelsea,592359
2,Goal,Normal Goal,O. Watkins,Aston Villa,592361
36,Goal,Normal Goal,L. Dunk,Brighton,592362
53,Goal,Normal Goal,J. Guðmunds­son,Burnley,592362
16,Goal,Normal Goal,J. Willock,Newcastle,592367
26,Goal,Normal Goal,M. Almirón,Newcastle,592367
30,Goal,Normal Goal,T. Minamino,Southampton,592367
45,Goal,Normal Goal,M. Almirón,Newcastle,592367
48,Goal,Normal Goal,J. Ward-Prowse,Southampton,592367
24,Goal,Normal Goal,E. Cavani,Manchester United,592366
45,Goal,Normal Goal,Bruno Fernandes,Manchester United,592366
49,Goal,Normal Goal,A. Doucouré,Everton,592366
52,Goal,Normal Goal,J. Rodríguez,Everton,592366
70,Goal,Normal Goal,S. McTominay,Manchester United,592366
90,Goal,Normal Goal,D. Calvert-Lewin,Everton,592366
54,Goal,Normal Goal,H. Kane,Tottenham,592369
58,Goal,Normal Goal,Son Heung-Min,Tottenham,592369
49,Goal,Normal Goal,İ. Gündoğan,Manchester City,592365
63,Goal,Penalty,Mohamed Salah,Liverpool,592365
73,Goal,Normal Goal,İ. Gündoğan,Manchester City,592365
76,Goal,Normal Goal,R. Sterling,Manchester City,592365
83,Goal,Normal Goal,P. Foden,Manchester City,592365
43,Goal,Normal Goal,M. Mount,Chelsea,592368
55,Goal,Own Goal,A. Rüdiger,Sheffield Utd,592368
58,Goal,Penalty,Jorginho,Chelsea,592368
3,Goal,Normal Goal,J. Harrison,Leeds,592364
52,Goal,Normal Goal,P. Bamford,Leeds,592364
67,Goal,Normal Goal,Mohamed Salah,Liverpool,592731
78,Goal,Normal Goal,J. Maddison,Leicester,592731
81,Goal,Normal Goal,J. Vardy,Leicester,592731
85,Goal,Normal Goal,H. Barnes,Leicester,592731
5,Goal,Normal Goal,J. Guðmunds­son,Burnley,592729
10,Goal,Normal Goal,J. Rodriguez,Burnley,592729
47,Goal,Normal Goal,M. Lowton,Burnley,592729
23,Goal,Penalty,Rodri,Manchester City,592732
50,Goal,Normal Goal,İ. Gündoğan,Manchester City,592732
66,Goal,Normal Goal,İ. Gündoğan,Manchester City,592732
25,Goal,Normal Goal,D. Ings,Southampton,592733
53,Goal,Penalty,Rúben Neves,Wolves,592733
66,Goal,Normal Goal,Pedro Neto,Wolves,592733
2,Goal,Normal Goal,M. Diagne,West Brom,592734
44,Goal,Normal Goal,Bruno Fernandes,Manchester United,592734
13,Goal,Normal Goal,P. Aubameyang,Arsenal,592726
41,Goal,Penalty,P. Aubameyang,Arsenal,592726
45,Goal,Normal Goal,Bellerín,Arsenal,592726
47,Goal,Normal Goal,P. Aubameyang,Arsenal,592726
58,Goal,Normal Goal,P. Struijk,Leeds,592726
69,Goal,Normal Goal,Hélder Costa,Leeds,592726
48,Goal,Normal Goal,J. Maja,Fulham,592730
65,Goal,Normal Goal,J. Maja,Fulham,592730
41,Goal,Penalty,D. Rice,West Ham,592735
58,Goal,Normal Goal,I. Diop,West Ham,592735
90,Goal,Normal Goal,R. Fredericks,West Ham,592735
31,Goal,Normal Goal,O. Giroud,Chelsea,592728
39,Goal,Normal Goal,T. Werner,Chelsea,592728
49,Goal,Normal Goal,O. Aina,Fulham,592302
52,Goal,Normal Goal,A. Barnes,Burnley,592302
32,Goal,Normal Goal,P. Foden,Manchester City,592295
37,Goal,Normal Goal,Richarlison,Everton,592295
63,Goal,Normal Goal,R. Mahrez,Manchester City,592295
77,Goal,Normal Goal,Bernardo Silva,Manchester City,592295
64,Goal,Own Goal,I. Meslier,Wolves,592745
33,Goal,Normal Goal,T. Minamino,Southampton,592743
54,Goal,Penalty,M. Mount,Chelsea,592743
3,Goal,Normal Goal,Richarlison,Everton,592741
83,Goal,Penalty,G. Sigurðsson,Everton,592741
61,Goal,Normal Goal,A. Lookman,Fulham,592740
5,Goal,Normal Goal,M. Antonio,West Ham,592744
47,Goal,Normal Goal,J. Lingard,West Ham,592744
64,Goal,Normal Goal,Lucas Moura,Tottenham,592744
19,Goal,Normal Goal,J. Maddison,Leicester,592737
23,Goal,Normal Goal,H. Barnes,Leicester,592737
48,Goal,Normal Goal,B. Traoré,Aston Villa,592737
2,Goal,Normal Goal,R. Sterling,Manchester City,592736
30,Goal,Normal Goal,M. Rashford,Manchester United,592742
36,Goal,Normal Goal,A. Saint-Maximin,Newcastle,592742
57,Goal,Normal Goal,D. James,Manchester United,592742
75,Goal,Penalty,Bruno Fernandes,Manchester United,592742
28,Goal,Normal Goal,J. Mateta,Crystal Palace,592738
55,Goal,Normal Goal,J. Veltman,Brighton,592738
90,Goal,Normal Goal,C. Benteke,Crystal Palace,592738
47,Goal,Normal Goal,P. Bamford,Leeds,592314
78,Goal,Normal Goal,S. Dallas,Leeds,592314
84,Goal,Normal Goal,Raphinha,Leeds,592314
30,Goal,Normal Goal,Rúben Dias,Manchester City,592751
43,Goal,Normal Goal,M. Antonio,West Ham,592751
68,Goal,Normal Goal,J. Stones,Manchester City,592751
11,Goal,Normal Goal,K. Bartley,West Brom,592755
5,Goal,Normal Goal,A. El Ghazi,Aston Villa,592749
52,Goal,Normal Goal,J. Lascelles,Newcastle,592752
73,Goal,Normal Goal,Rúben Neves,Wolves,592752
6,Goal,Normal Goal,Y. Tielemans,Leicester,592750
39,Goal,Normal Goal,David Luiz,Arsenal,592750
45,Goal,Penalty,A. Lacazette,Arsenal,592750
52,Goal,Normal Goal,N. Pépé,Arsenal,592750
2,Goal,Normal Goal,G. Bale,Tottenham,592754
15,Goal,Normal Goal,H. Kane,Tottenham,592754
31,Goal,Normal Goal,Lucas Moura,Tottenham,592754
55,Goal,Normal Goal,G. Bale,Tottenham,592754
48,Goal,Normal Goal,C. Jones,Liverpool,592753
65,Goal,Own Goal,K. Bryan,Liverpool,592753
9,Goal,Normal Goal,Richarlison,Everton,592748
15,Goal,Own Goal,L. Dendoncker,Manchester City,592781
61,Goal,Normal Goal,C. Coady,Wolves,592781
80,Goal,Normal Goal,Gabriel Jesus,Manchester City,592781
90,Goal,Normal Goal,R. Mahrez,Manchester City,592781
90,Goal,Normal Goal,Gabriel Jesus,Manchester City,592781
4,Goal,Normal Goal,M. Vydra,Burnley,592777
34,Goal,Normal Goal,K. Iheanacho,Leicester,592777
30,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,592782
65,Goal,Normal Goal,Richarlison,Everton,592784
19,Goal,Own Goal,T. Adarabioyo,Tottenham,592818
42,Goal,Normal Goal,M. Mount,Chelsea,592780
6,Goal,Normal Goal,P. Aubameyang,Arsenal,592758
39,Goal,Normal Goal,C. Wood,Burnley,592758
32,Goal,Penalty,J. Ward-Prowse,Southampton,592762
49,Goal,Normal Goal,C. Adams,Southampton,592762
10,Goal,Normal Goal,A. Lallana,Brighton,592757
62,Goal,Normal Goal,K. Iheanacho,Leicester,592757
87,Goal,Normal Goal,D. Amartey,Leicester,592757
2,Goal,Penalty,Bruno Fernandes,Manchester United,592761
50,Goal,Normal Goal,L. Shaw,Manchester United,592761
25,Goal,Normal Goal,G. Bale,Tottenham,592763
45,Goal,Normal Goal,C. Benteke,Crystal Palace,592763
49,Goal,Normal Goal,G. Bale,Tottenham,592763
52,Goal,Normal Goal,H. Kane,Tottenham,592763
76,Goal,Normal Goal,H. Kane,Tottenham,592763
31,Goal,Own Goal,B. Godfrey,Chelsea,592759
65,Goal,Penalty,Jorginho,Chelsea,592759
21,Goal,Normal Goal,J. Lingard,West Ham,592765
28,Goal,Normal Goal,C. Dawson,West Ham,592765
15,Goal,Normal Goal,K. De Bruyne,Manchester City,592822
25,Goal,Penalty,J. Ward-Prowse,Southampton,592822
40,Goal,Normal Goal,R. Mahrez,Manchester City,592822
45,Goal,Normal Goal,İ. Gündoğan,Manchester City,592822
55,Goal,Normal Goal,R. Mahrez,Manchester City,592822
56,Goal,Normal Goal,C. Adams,Southampton,592822
59,Goal,Normal Goal,K. De Bruyne,Manchester City,592822
86,Goal,Own Goal,C. Clark,Aston Villa,592773
90,Goal,Normal Goal,J. Lascelles,Newcastle,592773
37,Goal,Penalty,L. Milivojević,Crystal Palace,592767
13,Goal,Normal Goal,C. Wood,Burnley,592768
24,Goal,Normal Goal,D. McNeil,Burnley,592768
32,Goal,Normal Goal,D. Calvert-Lewin,Everton,592768
47,Goal,Normal Goal,J. Stones,Manchester City,592769
56,Goal,Normal Goal,Gabriel Jesus,Manchester City,592769
60,Goal,Penalty,S. Agüero,Manchester City,592769
16,Goal,Normal Goal,L. Dunk,Brighton,592774
27,Goal,Normal Goal,C. Adams,Southampton,592774
56,Goal,Normal Goal,L. Trossard,Brighton,592774
39,Goal,Normal Goal,K. Iheanacho,Leicester,592771
64,Goal,Normal Goal,Ayoze Pérez,Leicester,592771
69,Goal,Normal Goal,K. Iheanacho,Leicester,592771
78,Goal,Normal Goal,K. Iheanacho,Leicester,592771
80,Goal,Own Goal,E. Ampadu,Leicester,592771
33,Goal,Normal Goal,E. Lamela,Tottenham,592766
44,Goal,Normal Goal,M. Ødegaard,Arsenal,592766
64,Goal,Penalty,A. Lacazette,Arsenal,592766
53,Goal,Own Goal,C. Dawson,Manchester United,592772
45,Goal,Normal Goal,Diogo Jota,Liverpool,592775
29,Goal,Normal Goal,P. Bamford,Leeds,592779
38,Goal,Normal Goal,J. Andersen,Fulham,592779
58,Goal,Normal Goal,Raphinha,Leeds,592779
45,Goal,Normal Goal,L. Trossard,Brighton,592776
51,Goal,Normal Goal,D. Welbeck,Brighton,592776
68,Goal,Normal Goal,N. Maupay,Brighton,592776
15,Goal,Normal Goal,J. Lingard,West Ham,592785
17,Goal,Normal Goal,J. Bowen,West Ham,592785
32,Goal,Normal Goal,T. Souček,West Ham,592785
38,Goal,Own Goal,T. Souček,Arsenal,592785
61,Goal,Own Goal,C. Dawson,Arsenal,592785
82,Goal,Normal Goal,A. Lacazette,Arsenal,592785
29,Goal,Normal Goal,Carlos Vinícius,Tottenham,592312
68,Goal,Penalty,H. Kane,Tottenham,592312
27,Goal,Normal Goal,C. Pulisic,Chelsea,592788
45,Goal,Normal Goal,Matheus Pereira,West Brom,592788
45,Goal,Normal Goal,Matheus Pereira,West Brom,592788
63,Goal,Normal Goal,C. Robinson,West Brom,592788
68,Goal,Normal Goal,M. Diagne,West Brom,592788
71,Goal,Normal Goal,M. Mount,Chelsea,592788
90,Goal,Normal Goal,C. Robinson,West Brom,592788
12,Goal,Normal Goal,J. Harrison,Leeds,592790
45,Goal,Normal Goal,B. Osborn,Sheffield Utd,592790
49,Goal,Own Goal,P. Jagielka,Leeds,592790
58,Goal,Normal Goal,B. Mendy,Manchester City,592791
74,Goal,Normal Goal,Gabriel Jesus,Manchester City,592791
64,Goal,Normal Goal,Diogo Jota,Liverpool,592786
68,Goal,Normal Goal,Mohamed Salah,Liverpool,592786
82,Goal,Normal Goal,Diogo Jota,Liverpool,592786
12,Goal,Penalty,C. Wood,Burnley,592794
28,Goal,Normal Goal,M. Vydra,Burnley,592794
31,Goal,Normal Goal,S. Armstrong,Southampton,592794
42,Goal,Normal Goal,D. Ings,Southampton,592794
66,Goal,Normal Goal,N. Redmond,Southampton,592794
28,Goal,Normal Goal,Joelinton,Newcastle,592793
30,Goal,Normal Goal,H. Kane,Tottenham,592793
34,Goal,Normal Goal,H. Kane,Tottenham,592793
85,Goal,Normal Goal,J. Willock,Newcastle,592793
61,Goal,Normal Goal,A. Mitrović,Fulham,592787
78,Goal,Normal Goal,Trézéguet,Aston Villa,592787
81,Goal,Normal Goal,Trézéguet,Aston Villa,592787
87,Goal,Normal Goal,O. Watkins,Aston Villa,592787
13,Goal,Normal Goal,D. Welbeck,Brighton,592792
62,Goal,Normal Goal,M. Rashford,Manchester United,592792
83,Goal,Normal Goal,M. Greenwood,Manchester United,592792
56,Goal,Normal Goal,J. Rodríguez,Everton,592789
86,Goal,Normal Goal,M. Batshuayi,Crystal Palace,592789
6,Goal,Normal Goal,J. Lingard,West Ham,592795
14,Goal,Normal Goal,Pablo Fornals,West Ham,592795
38,Goal,Normal Goal,J. Bowen,West Ham,592795
44,Goal,Normal Goal,L. Dendoncker,Wolves,592795
68,Goal,Normal Goal,Fábio Silva,Wolves,592795
90,Goal,Normal Goal,Adama Traoré,Wolves,592799
42,Goal,Normal Goal,S. Dallas,Leeds,592801
76,Goal,Normal Goal,Ferran Torres,Manchester City,592801
90,Goal,Normal Goal,S. Dallas,Leeds,592801
43,Goal,Normal Goal,O. Watkins,Aston Villa,592800
57,Goal,Normal Goal,Mohamed Salah,Liverpool,592800
90,Goal,Normal Goal,T. Alexander-Arnold,Liverpool,592800
8,Goal,Normal Goal,K. Havertz,Chelsea,592798
10,Goal,Normal Goal,C. Pulisic,Chelsea,592798
30,Goal,Normal Goal,K. Zouma,Chelsea,592798
63,Goal,Normal Goal,C. Benteke,Crystal Palace,592798
78,Goal,Normal Goal,C. Pulisic,Chelsea,592798
18,Goal,Normal Goal,M. Vydra,Burnley,592797
59,Goal,Normal Goal,J. Murphy,Newcastle,592797
64,Goal,Normal Goal,A. Saint-Maximin,Newcastle,592797
29,Goal,Normal Goal,J. Lingard,West Ham,592805
44,Goal,Normal Goal,J. Lingard,West Ham,592805
48,Goal,Normal Goal,J. Bowen,West Ham,592805
70,Goal,Normal Goal,K. Iheanacho,Leicester,592805
90,Goal,Normal Goal,K. Iheanacho,Leicester,592805
40,Goal,Normal Goal,Son Heung-Min,Tottenham,592803
57,Goal,Normal Goal,Fred,Manchester United,592803
79,Goal,Normal Goal,E. Cavani,Manchester United,592803
90,Goal,Normal Goal,M. Greenwood,Manchester United,592803
33,Goal,Normal Goal,A. Lacazette,Arsenal,592802
71,Goal,Normal Goal,Martinelli,Arsenal,592802
85,Goal,Normal Goal,A. Lacazette,Arsenal,592802
32,Goal,Penalty,Matheus Pereira,West Brom,592804
35,Goal,Normal Goal,M. Phillips,West Brom,592804
69,Goal,Normal Goal,C. Robinson,West Brom,592804
27,Goal,Normal Goal,H. Kane,Tottenham,592809
31,Goal,Penalty,G. Sigurðsson,Everton,592809
62,Goal,Normal Goal,G. Sigurðsson,Everton,592809
68,Goal,Normal Goal,H. Kane,Tottenham,592809
36,Goal,Own Goal,I. Diop,Newcastle,592813
41,Goal,Normal Goal,Joelinton,Newcastle,592813
73,Goal,Normal Goal,I. Diop,West Ham,592813
80,Goal,Penalty,J. Lingard,West Ham,592813
82,Goal,Normal Goal,J. Willock,Newcastle,592813
60,Goal,Normal Goal,Willian José,Wolves,592815
59,Goal,Penalty,J. Maja,Fulham,592806
90,Goal,Normal Goal,E. Nketiah,Arsenal,592806
48,Goal,Normal Goal,M. Greenwood,Manchester United,592812
50,Goal,Normal Goal,J. Tarkowski,Burnley,592812
84,Goal,Normal Goal,M. Greenwood,Manchester United,592812
90,Goal,Normal Goal,E. Cavani,Manchester United,592812
31,Goal,Normal Goal,S. Mané,Liverpool,592810
87,Goal,Normal Goal,Llorente,Leeds,592810
30,Goal,Normal Goal,D. Ings,Southampton,592783
60,Goal,Normal Goal,G. Bale,Tottenham,592783
90,Goal,Penalty,Son Heung-Min,Tottenham,592783
1,Goal,Normal Goal,J.  McGinn,Aston Villa,592807
22,Goal,Normal Goal,P. Foden,Manchester City,592807
40,Goal,Normal Goal,Rodri,Manchester City,592807
23,Goal,Normal Goal,J. Vardy,Leicester,592811
26,Goal,Normal Goal,J. Evans,Leicester,592811
36,Goal,Normal Goal,K. Iheanacho,Leicester,592811
76,Goal,Own Goal,B. Leno,Everton,592816
3,Goal,Normal Goal,Mohamed Salah,Liverpool,592821
90,Goal,Normal Goal,J. Willock,Newcastle,592821
43,Goal,Normal Goal,T. Werner,Chelsea,592824
19,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,592823
15,Goal,Normal Goal,C. Wood,Burnley,592825
21,Goal,Normal Goal,C. Wood,Burnley,592825
44,Goal,Normal Goal,C. Wood,Burnley,592825
85,Goal,Normal Goal,A. Westwood,Burnley,592825
9,Goal,Penalty,A. El Ghazi,Aston Villa,592817
23,Goal,Penalty,Matheus Pereira,West Brom,592817
47,Goal,Own Goal,T. Mings,West Brom,592817
90,Goal,Normal Goal,K. Davis,Aston Villa,592817
12,Goal,Normal Goal,W. Zaha,Crystal Palace,592820
50,Goal,Normal Goal,T. Castagne,Leicester,592820
80,Goal,Normal Goal,K. Iheanacho,Leicester,592820
61,Goal,Penalty,J. Ward-Prowse,Southampton,592833
68,Goal,Normal Goal,J. Evans,Leicester,592833
57,Goal,Normal Goal,S. Agüero,Manchester City,592829
59,Goal,Normal Goal,Ferran Torres,Manchester City,592829
14,Goal,Penalty,P. Groß,Brighton,592826
79,Goal,Normal Goal,D. Welbeck,Brighton,592826
10,Goal,Normal Goal,K. Havertz,Chelsea,592828
49,Goal,Normal Goal,K. Havertz,Chelsea,592828
13,Goal,Normal Goal,O. Watkins,Aston Villa,592830
19,Goal,Normal Goal,D. Calvert-Lewin,Everton,592830
80,Goal,Normal Goal,A. El Ghazi,Aston Villa,592830
6,Goal,Normal Goal,Mohamed Elneny,Arsenal,592832
66,Goal,Normal Goal,P. Aubameyang,Arsenal,592832
36,Goal,Normal Goal,G. Bale,Tottenham,592834
61,Goal,Normal Goal,G. Bale,Tottenham,592834
69,Goal,Normal Goal,G. Bale,Tottenham,592834
77,Goal,Normal Goal,Son Heung-Min,Tottenham,592834
45,Goal,Normal Goal,Fábio Silva,Wolves,592835
62,Goal,Normal Goal,M. Diagne,West Brom,592835
19,Goal,Penalty,C. Wood,Burnley,592827
21,Goal,Normal Goal,M. Antonio,West Ham,592827
29,Goal,Normal Goal,M. Antonio,West Ham,592827
22,Goal,Normal Goal,J. Willock,Newcastle,592840
34,Goal,Normal Goal,P. Dummett,Newcastle,592840
64,Goal,Normal Goal,C. Wilson,Newcastle,592840
73,Goal,Normal Goal,C. Wilson,Newcastle,592840
80,Goal,Normal Goal,M. Albrighton,Leicester,592840
87,Goal,Normal Goal,K. Iheanacho,Leicester,592840
13,Goal,Normal Goal,S. Dallas,Leeds,592839
25,Goal,Normal Goal,Son Heung-Min,Tottenham,592839
42,Goal,Normal Goal,P. Bamford,Leeds,592839
84,Goal,Normal Goal,Rodrigo,Leeds,592839
2,Goal,Normal Goal,C. Benteke,Crystal Palace,592843
88,Goal,Normal Goal,E. Eze,Crystal Palace,592843
31,Goal,Normal Goal,S. Mané,Liverpool,592841
90,Goal,Normal Goal,Thiago Alcântara,Liverpool,592841
13,Goal,Normal Goal,L. Dunk,Brighton,592845
76,Goal,Normal Goal,Adama Traoré,Wolves,592845
90,Goal,Normal Goal,M. Gibbs-White,Wolves,592845
24,Goal,Normal Goal,Bertrand Traoré,Aston Villa,592837
52,Goal,Penalty,Bruno Fernandes,Manchester United,592837
56,Goal,Normal Goal,M. Greenwood,Manchester United,592837
87,Goal,Normal Goal,E. Cavani,Manchester United,592837
24,Goal,Normal Goal,D. Calvert-Lewin,Everton,592844
29,Goal,Normal Goal,E. Smith Rowe,Arsenal,592836
35,Goal,Normal Goal,N. Pépé,Arsenal,592836
67,Goal,Normal Goal,Matheus Pereira,West Brom,592836
90,Goal,Normal Goal,Willian,Arsenal,592836
35,Goal,Normal Goal,A. Westwood,Burnley,592838
44,Goal,Normal Goal,C. Wood,Burnley,592838
10,Goal,Normal Goal,L. Thomas,Leicester,592849
15,Goal,Normal Goal,M. Greenwood,Manchester United,592849
66,Goal,Normal Goal,Ç. Söyüncü,Leicester,592849
2,Goal,Normal Goal,C. Benteke,Crystal Palace,592814
19,Goal,Normal Goal,D. Ings,Southampton,592814
48,Goal,Normal Goal,C. Adams,Southampton,592814
75,Goal,Normal Goal,D. Ings,Southampton,592814
16,Goal,Normal Goal,E. Smith Rowe,Arsenal,592851
10,Goal,Normal Goal,Bruno Fernandes,Manchester United,592831
34,Goal,Normal Goal,Diogo Jota,Liverpool,592831
45,Goal,Normal Goal,Roberto Firmino,Liverpool,592831
47,Goal,Normal Goal,Roberto Firmino,Liverpool,592831
68,Goal,Normal Goal,M. Rashford,Manchester United,592831
90,Goal,Normal Goal,Mohamed Salah,Liverpool,592831
25,Goal,Normal Goal,E. Krafth,Newcastle,592852
39,Goal,Normal Goal,João Cancelo,Manchester City,592852
42,Goal,Normal Goal,Ferran Torres,Manchester City,592852
45,Goal,Penalty,Joelinton,Newcastle,592852
62,Goal,Normal Goal,J. Willock,Newcastle,592852
64,Goal,Normal Goal,Ferran Torres,Manchester City,592852
66,Goal,Normal Goal,Ferran Torres,Manchester City,592852
44,Goal,Normal Goal,M. Klich,Leeds,592847
59,Goal,Normal Goal,J. Harrison,Leeds,592847
77,Goal,Normal Goal,Rodrigo,Leeds,592847
79,Goal,Normal Goal,Rodrigo,Leeds,592847
27,Goal,Normal Goal,C. Adams,Southampton,592853
60,Goal,Normal Goal,N. Tella,Southampton,592853
75,Goal,Normal Goal,F. Carvalho,Fulham,592853
82,Goal,Normal Goal,T. Walcott,Southampton,592853
84,Goal,Normal Goal,D. Welbeck,Brighton,592846
87,Goal,Normal Goal,S. Benrahma,West Ham,592846
17,Goal,Normal Goal,J.  McGinn,Aston Villa,592855
32,Goal,Normal Goal,C. Benteke,Crystal Palace,592855
34,Goal,Normal Goal,A. El Ghazi,Aston Villa,592855
76,Goal,Normal Goal,W. Zaha,Crystal Palace,592855
84,Goal,Normal Goal,T. Mitchell,Crystal Palace,592855
45,Goal,Normal Goal,H. Kane,Tottenham,592854
62,Goal,Normal Goal,P. Højbjerg,Tottenham,592854
15,Goal,Normal Goal,H. Robson-Kanu,West Brom,592850
33,Goal,Normal Goal,Mohamed Salah,Liverpool,592850
90,Goal,Normal Goal,Alisson,Liverpool,592850
7,Goal,Normal Goal,D. Jebbison,Sheffield Utd,592848
15,Goal,Normal Goal,E. Cavani,Manchester United,592861
76,Goal,Normal Goal,J. Bryan,Fulham,592861
73,Goal,Normal Goal,P. Bamford,Leeds,592863
90,Goal,Normal Goal,T. Roberts,Leeds,592863
2,Goal,Normal Goal,I. Gundogan,Manchester City,592856
48,Goal,Normal Goal,P. Foden,Manchester City,592856
50,Goal,Normal Goal,L. Trossard,Brighton,592856
72,Goal,Normal Goal,A. Webster,Brighton,592856
76,Goal,Normal Goal,D. Burn,Brighton,592856
47,Goal,Normal Goal,A. Rudiger,Chelsea,592858
