mins,type,detail,player,teamName,id_match
15,Goal,Normal Goal,B. De Cordova-Reid,Fulham,592223
29,Goal,Normal Goal,D. Calvert-Lewin,Everton,592223
35,Goal,Normal Goal,A. Doucouré,Everton,592223
70,Goal,Normal Goal,R. Loftus-Cheek,Fulham,592223
56,Goal,Normal Goal,S. Haller,West Ham,592228
21,Goal,Own Goal,J. Evans,Liverpool,592225
41,Goal,Normal Goal,Diogo Jota,Liverpool,592225
86,Goal,Normal Goal,Roberto Firmino,Liverpool,592225
8,Goal,Normal Goal,C. Wood,Burnley,592222
58,Goal,Normal Goal,T. Walcott,Southampton,592230
75,Goal,Normal Goal,Pedro Neto,Wolves,592230
88,Goal,Normal Goal,C. Wilson,Newcastle,592234
90,Goal,Normal Goal,Joelinton,Newcastle,592234
60,Goal,Normal Goal,Diogo Jota,Liverpool,592232
90,Goal,Penalty,P. Groß,Brighton,592232
6,Goal,Normal Goal,R. Mahrez,Manchester City,592237
22,Goal,Normal Goal,R. Mahrez,Manchester City,592237
41,Goal,Normal Goal,B. Mendy,Manchester City,592237
66,Goal,Normal Goal,Ferran Torres,Manchester City,592237
69,Goal,Normal Goal,R. Mahrez,Manchester City,592237
79,Goal,Normal Goal,Raphinha,Leeds,592235
13,Goal,Normal Goal,C. Gallagher,West Brom,592239
23,Goal,Normal Goal,J. Bednarek,Southampton,592238
33,Goal,Normal Goal,J. Ward-Prowse,Southampton,592238
60,Goal,Normal Goal,Bruno Fernandes,Manchester United,592238
74,Goal,Normal Goal,E. Cavani,Manchester United,592238
90,Goal,Normal Goal,E. Cavani,Manchester United,592238
27,Goal,Normal Goal,Pedro Neto,Wolves,592231
30,Goal,Normal Goal,Gabriel Magalhães,Arsenal,592231
42,Goal,Normal Goal,Daniel Podence,Wolves,592231
30,Goal,Normal Goal,A. Lookman,Fulham,592236
38,Goal,Penalty,Ivan Cavaleiro,Fulham,592236
86,Goal,Normal Goal,H. Barnes,Leicester,592236
2,Goal,Normal Goal,A. Ogbonna,West Ham,592240
25,Goal,Normal Goal,J. Grealish,Aston Villa,592240
46,Goal,Normal Goal,J. Bowen,West Ham,592240
3,Goal,Normal Goal,R. Brady,Burnley,592243
45,Goal,Normal Goal,D. Calvert-Lewin,Everton,592243
5,Goal,Normal Goal,R. Sterling,Manchester City,592246
26,Goal,Penalty,K. De Bruyne,Manchester City,592246
38,Goal,Normal Goal,T. Souček,West Ham,592250
65,Goal,Normal Goal,P. Pogba,Manchester United,592250
68,Goal,Normal Goal,M. Greenwood,Manchester United,592250
78,Goal,Normal Goal,M. Rashford,Manchester United,592250
4,Goal,Normal Goal,P. Bamford,Leeds,592244
27,Goal,Normal Goal,O. Giroud,Chelsea,592244
61,Goal,Normal Goal,K. Zouma,Chelsea,592244
90,Goal,Normal Goal,C. Pulisic,Chelsea,592244
8,Goal,Own Goal,D. Furlong,Crystal Palace,592249
30,Goal,Normal Goal,C. Gallagher,West Brom,592249
55,Goal,Normal Goal,W. Zaha,Crystal Palace,592249
59,Goal,Normal Goal,C. Benteke,Crystal Palace,592249
68,Goal,Normal Goal,W. Zaha,Crystal Palace,592249
82,Goal,Normal Goal,C. Benteke,Crystal Palace,592249
24,Goal,Normal Goal,Ayoze Pérez,Leicester,592247
26,Goal,Normal Goal,O. McBurnie,Sheffield Utd,592247
90,Goal,Normal Goal,J. Vardy,Leicester,592247
13,Goal,Normal Goal,Son Heung-Min,Tottenham,592248
45,Goal,Normal Goal,H. Kane,Tottenham,592248
24,Goal,Normal Goal,Mohamed Salah,Liverpool,592245
58,Goal,Normal Goal,G. Wijnaldum,Liverpool,592245
67,Goal,Normal Goal,J. Matip,Liverpool,592245
78,Goal,Own Goal,Nélson Semedo,Liverpool,592245
26,Goal,Penalty,P. Groß,Brighton,592242
45,Goal,Normal Goal,J. Vestergaard,Southampton,592242
81,Goal,Penalty,D. Ings,Southampton,592242
6,Goal,Penalty,M. Klich,Leeds,592255
25,Goal,Normal Goal,T. Souček,West Ham,592255
80,Goal,Normal Goal,A. Ogbonna,West Ham,592255
90,Goal,Penalty,A. El Ghazi,Aston Villa,592260
1,Goal,Normal Goal,M. Almirón,Newcastle,592258
50,Goal,Normal Goal,D. Furlong,West Brom,592258
82,Goal,Normal Goal,D. Gayle,Newcastle,592258
22,Goal,Penalty,G. Sigurðsson,Everton,592253
34,Goal,Normal Goal,C. Adams,Southampton,592259
62,Goal,Normal Goal,S. Armstrong,Southampton,592259
83,Goal,Normal Goal,N. Redmond,Southampton,592259
23,Goal,Normal Goal,H. Kane,Tottenham,592252
81,Goal,Normal Goal,J. Schlupp,Crystal Palace,592252
25,Goal,Normal Goal,B. De Cordova-Reid,Fulham,592254
79,Goal,Penalty,Mohamed Salah,Liverpool,592254
73,Goal,Own Goal,P. Aubameyang,Burnley,592251
27,Goal,Normal Goal,J. Maddison,Leicester,592256
41,Goal,Normal Goal,J. Vardy,Leicester,592256
44,Goal,Normal Goal,J. Maddison,Leicester,592256
49,Goal,Normal Goal,O. Giroud,Chelsea,592268
66,Goal,Normal Goal,Daniel Podence,Wolves,592268
90,Goal,Normal Goal,Pedro Neto,Wolves,592268
30,Goal,Normal Goal,İ. Gündoğan,Manchester City,592270
43,Goal,Own Goal,Rúben Dias,West Brom,592270
18,Goal,Normal Goal,T. Walcott,Southampton,592261
52,Goal,Normal Goal,P. Aubameyang,Arsenal,592261
21,Goal,Normal Goal,Richarlison,Everton,592265
72,Goal,Normal Goal,M. Holgate,Everton,592265
34,Goal,Normal Goal,C. Benteke,Crystal Palace,592267
55,Goal,Normal Goal,S. Haller,West Ham,592267
26,Goal,Normal Goal,Mohamed Salah,Liverpool,592269
33,Goal,Normal Goal,Son Heung-Min,Tottenham,592269
90,Goal,Normal Goal,Roberto Firmino,Liverpool,592269
5,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,592266
26,Goal,Normal Goal,M. Rashford,Manchester United,592266
33,Goal,Normal Goal,A. Martial,Manchester United,592266
51,Goal,Normal Goal,M. Rashford,Manchester United,592266
87,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,592266
3,Goal,Normal Goal,T. Minamino,Liverpool,592274
35,Goal,Normal Goal,S. Mané,Liverpool,592274
44,Goal,Normal Goal,Roberto Firmino,Liverpool,592274
52,Goal,Normal Goal,J. Henderson,Liverpool,592274
68,Goal,Normal Goal,Roberto Firmino,Liverpool,592274
81,Goal,Normal Goal,Mohamed Salah,Liverpool,592274
84,Goal,Normal Goal,Mohamed Salah,Liverpool,592274
16,Goal,Normal Goal,R. Sterling,Manchester City,592278
22,Goal,Own Goal,R. Holding,Everton,592275
35,Goal,Penalty,N. Pépé,Arsenal,592275
45,Goal,Normal Goal,Y. Mina,Everton,592275
42,Goal,Own Goal,M. Ritchie,Fulham,592277
64,Goal,Penalty,C. Wilson,Newcastle,592277
63,Goal,Normal Goal,J. Bogle,Sheffield Utd,592271
87,Goal,Normal Goal,D. Welbeck,Brighton,592271
45,Goal,Penalty,J. Vardy,Leicester,592279
59,Goal,Own Goal,T. Alderweireld,Leicester,592279
2,Goal,Normal Goal,S. McTominay,Manchester United,592276
3,Goal,Normal Goal,S. McTominay,Manchester United,592276
20,Goal,Normal Goal,Bruno Fernandes,Manchester United,592276
37,Goal,Normal Goal,V. Lindelöf,Manchester United,592276
42,Goal,Normal Goal,L. Cooper,Leeds,592276
66,Goal,Normal Goal,D. James,Manchester United,592276
70,Goal,Penalty,Bruno Fernandes,Manchester United,592276
73,Goal,Normal Goal,S. Dallas,Leeds,592276
5,Goal,Normal Goal,A. El Ghazi,Aston Villa,592280
84,Goal,Normal Goal,B. Traoré,Aston Villa,592280
88,Goal,Penalty,A. El Ghazi,Aston Villa,592280
35,Goal,Normal Goal,A. Barnes,Burnley,592272
51,Goal,Normal Goal,C. Wood,Burnley,592272
89,Goal,Penalty,Fábio Silva,Wolves,592272
10,Goal,Normal Goal,Thiago Silva,Chelsea,592273
78,Goal,Normal Goal,T. Abraham,Chelsea,592273
80,Goal,Normal Goal,T. Abraham,Chelsea,592273
23,Goal,Normal Goal,M. Rashford,Manchester United,592285
31,Goal,Normal Goal,H. Barnes,Leicester,592285
79,Goal,Normal Goal,Bruno Fernandes,Manchester United,592285
85,Goal,Own Goal,A. Tuanzebe,Leicester,592285
5,Goal,Normal Goal,B. Traoré,Aston Villa,592282
66,Goal,Normal Goal,K. Hause,Aston Villa,592282
76,Goal,Normal Goal,A. El Ghazi,Aston Villa,592282
35,Goal,Penalty,A. Lacazette,Arsenal,592281
44,Goal,Normal Goal,G. Xhaka,Arsenal,592281
56,Goal,Normal Goal,B. Saka,Arsenal,592281
85,Goal,Normal Goal,T. Abraham,Chelsea,592281
14,Goal,Normal Goal,İ. Gündoğan,Manchester City,592287
55,Goal,Normal Goal,Ferran Torres,Manchester City,592287
80,Goal,Normal Goal,G. Sigurðsson,Everton,592288
5,Goal,Penalty,P. Bamford,Leeds,592284
44,Goal,Normal Goal,N. Maupay,Brighton,592289
60,Goal,Normal Goal,B. Johnson,West Ham,592289
70,Goal,Normal Goal,L. Dunk,Brighton,592289
82,Goal,Normal Goal,T. Souček,West Ham,592289
12,Goal,Normal Goal,S. Mané,Liverpool,592286
82,Goal,Normal Goal,S. Ajayi,West Brom,592286
1,Goal,Normal Goal,T. Ndombèlé,Tottenham,592290
86,Goal,Normal Goal,R. Saïss,Wolves,592290
58,Goal,Normal Goal,W. Zaha,Crystal Palace,592294
83,Goal,Normal Goal,H. Barnes,Leicester,592294
34,Goal,Normal Goal,O. Giroud,Chelsea,592293
50,Goal,Normal Goal,A. El Ghazi,Aston Villa,592293
66,Goal,Normal Goal,A. Lacazette,Arsenal,592291
32,Goal,Normal Goal,B. Mee,Burnley,592292
9,Goal,Own Goal,R. Sawyers,Leeds,592300
31,Goal,Normal Goal,E. Alioski,Leeds,592300
36,Goal,Normal Goal,J. Harrison,Leeds,592300
40,Goal,Normal Goal,Rodrigo,Leeds,592300
72,Goal,Normal Goal,Raphinha,Leeds,592300
90,Goal,Normal Goal,M. Rashford,Manchester United,592296
86,Goal,Normal Goal,T. Souček,West Ham,592305
40,Goal,Normal Goal,A. Martial,Manchester United,592306
58,Goal,Normal Goal,B. Traoré,Aston Villa,592306
61,Goal,Penalty,Bruno Fernandes,Manchester United,592306
29,Goal,Penalty,H. Kane,Tottenham,592309
43,Goal,Normal Goal,Son Heung-Min,Tottenham,592309
50,Goal,Normal Goal,T. Alderweireld,Tottenham,592309
4,Goal,Normal Goal,J. Schlupp,Crystal Palace,592304
45,Goal,Normal Goal,E. Eze,Crystal Palace,592304
13,Goal,Normal Goal,A. Connolly,Brighton,592301
19,Goal,Normal Goal,R. Saïss,Wolves,592301
34,Goal,Own Goal,D. Burn,Wolves,592301
44,Goal,Penalty,Rúben Neves,Wolves,592301
46,Goal,Penalty,N. Maupay,Brighton,592301
70,Goal,Normal Goal,L. Dunk,Brighton,592301
23,Goal,Normal Goal,K. Tierney,Arsenal,592310
28,Goal,Normal Goal,B. Saka,Arsenal,592310
60,Goal,Normal Goal,A. Lacazette,Arsenal,592310
64,Goal,Normal Goal,A. Lacazette,Arsenal,592310
55,Goal,Normal Goal,J. Maddison,Leicester,592307
72,Goal,Normal Goal,Y. Tielemans,Leicester,592307
82,Goal,Normal Goal,A. Carroll,Newcastle,592307
18,Goal,Normal Goal,İ. Gündoğan,Manchester City,592303
21,Goal,Normal Goal,P. Foden,Manchester City,592303
34,Goal,Normal Goal,K. De Bruyne,Manchester City,592303
90,Goal,Normal Goal,C. Hudson-Odoi,Chelsea,592303
2,Goal,Normal Goal,D. Ings,Southampton,592308
73,Goal,Penalty,B. Sharp,Sheffield Utd,592316
71,Goal,Normal Goal,P. Pogba,Manchester United,592141
6,Goal,Normal Goal,A. Iwobi,Everton,592318
14,Goal,Normal Goal,Rúben Neves,Wolves,592318
77,Goal,Normal Goal,M. Keane,Everton,592318
44,Goal,Normal Goal,P. Foden,Manchester City,592320
25,Goal,Normal Goal,H. Kane,Tottenham,592299
74,Goal,Normal Goal,Ivan Cavaleiro,Fulham,592299
8,Goal,Penalty,Matheus Pereira,West Brom,592330
38,Goal,Normal Goal,Fábio Silva,Wolves,592330
43,Goal,Normal Goal,W. Boly,Wolves,592330
52,Goal,Normal Goal,S. Ajayi,West Brom,592330
56,Goal,Penalty,Matheus Pereira,West Brom,592330
17,Goal,Normal Goal,N. Maupay,Brighton,592324
9,Goal,Normal Goal,M. Antonio,West Ham,592329
78,Goal,Normal Goal,M. Mount,Chelsea,592323
37,Goal,Normal Goal,J. Maddison,Leicester,592325
90,Goal,Normal Goal,H. Barnes,Leicester,592325
5,Goal,Normal Goal,S. Aurier,Tottenham,592328
40,Goal,Normal Goal,H. Kane,Tottenham,592328
59,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,592328
62,Goal,Normal Goal,T. Ndombèlé,Tottenham,592328
26,Goal,Normal Goal,J. Stones,Manchester City,592327
56,Goal,Normal Goal,İ. Gündoğan,Manchester City,592327
68,Goal,Normal Goal,J. Stones,Manchester City,592327
88,Goal,Normal Goal,R. Sterling,Manchester City,592327
50,Goal,Normal Goal,P. Aubameyang,Arsenal,592321
60,Goal,Normal Goal,B. Saka,Arsenal,592321
