mins,type,detail,player,teamName,id_match
90,Goal,Normal Goal,J. Hernández,West Ham,173
61,Goal,Normal Goal,J. Milner,Liverpool,165
82,Goal,Normal Goal,A. Lacazette,Arsenal,165
27,Goal,Normal Goal,E. Lamela,Tottenham,174
30,Goal,Normal Goal,Lucas Moura,Tottenham,174
61,Goal,Normal Goal,H. Kane,Tottenham,174
68,Goal,Penalty,Rúben Neves,Wolves,174
79,Goal,Penalty,R. Jiménez,Wolves,174
6,Goal,Own Goal,W. Hoedt,Manchester City,171
12,Goal,Normal Goal,S. Agüero,Manchester City,171
18,Goal,Normal Goal,David Silva,Manchester City,171
29,Goal,Penalty,D. Ings,Southampton,171
45,Goal,Normal Goal,R. Sterling,Manchester City,171
67,Goal,Normal Goal,R. Sterling,Manchester City,171
90,Goal,Normal Goal,L. Sané,Manchester City,171
32,Goal,Normal Goal,Álvaro Morata,Chelsea,168
53,Goal,Normal Goal,A. Townsend,Crystal Palace,168
65,Goal,Normal Goal,Álvaro Morata,Chelsea,168
70,Goal,Normal Goal,Pedro,Chelsea,168
29,Goal,Own Goal,T. Fosu-Mensah,Huddersfield,170
6,Goal,Normal Goal,L. Dunk,Brighton,176
28,Goal,Normal Goal,C. Paterson,Cardiff,176
90,Goal,Normal Goal,S. Bamba,Cardiff,176
6,Goal,Normal Goal,A. Pritchard,Huddersfield,179
74,Goal,Normal Goal,Felipe Anderson,West Ham,179
7,Goal,Normal Goal,S. Rondón,Newcastle,183
39,Goal,Normal Goal,S. Rondón,Newcastle,183
45,Goal,Normal Goal,J. Lerma,Bournemouth,183
20,Goal,Normal Goal,M. Gabbiadini,Southampton,184
82,Goal,Normal Goal,J. Holebas,Watford,184
66,Goal,Normal Goal,J. Foyth,Tottenham,178
41,Goal,Normal Goal,Mohamed Salah,Liverpool,181
53,Goal,Normal Goal,X. Shaqiri,Liverpool,181
13,Goal,Normal Goal,Ivan Cavaleiro,Wolves,175
86,Goal,Normal Goal,H. Mkhitaryan,Arsenal,175
12,Goal,Normal Goal,David Silva,Manchester City,182
48,Goal,Normal Goal,S. Agüero,Manchester City,182
58,Goal,Penalty,A. Martial,Manchester United,182
86,Goal,Normal Goal,İ. Gündoğan,Manchester City,182
15,Goal,Normal Goal,G. Murray,Brighton,186
79,Goal,Penalty,J. Vardy,Leicester,186
59,Goal,Normal Goal,G. Sigurðsson,Everton,188
18,Goal,Normal Goal,S. Armstrong,Southampton,189
33,Goal,Normal Goal,A. Mitrović,Fulham,189
43,Goal,Normal Goal,A. Schürrle,Fulham,189
53,Goal,Normal Goal,S. Armstrong,Southampton,189
63,Goal,Normal Goal,A. Mitrović,Fulham,189
67,Goal,Normal Goal,Mohamed Salah,Liverpool,192
76,Goal,Normal Goal,T. Alexander-Arnold,Liverpool,192
89,Goal,Normal Goal,Roberto Firmino,Liverpool,192
11,Goal,Normal Goal,David Silva,Manchester City,193
19,Goal,Normal Goal,R. Sterling,Manchester City,193
34,Goal,Normal Goal,L. Sané,Manchester City,193
90,Goal,Normal Goal,L. Sané,Manchester City,193
8,Goal,Normal Goal,D. Alli,Tottenham,191
16,Goal,Normal Goal,H. Kane,Tottenham,191
54,Goal,Normal Goal,Son Heung-Min,Tottenham,191
85,Goal,Normal Goal,O. Giroud,Chelsea,191
30,Goal,Own Goal,J. Lerma,Arsenal,185
45,Goal,Normal Goal,J. King,Bournemouth,185
67,Goal,Normal Goal,P. Aubameyang,Arsenal,185
6,Goal,Normal Goal,A. Mooy,Huddersfield,194
74,Goal,Normal Goal,A. Mooy,Huddersfield,194
4,Goal,Own Goal,B. Mee,Newcastle,187
23,Goal,Normal Goal,C. Clark,Newcastle,187
40,Goal,Normal Goal,S. Vokes,Burnley,187
16,Goal,Normal Goal,J. McArthur,Crystal Palace,198
77,Goal,Normal Goal,A. Townsend,Crystal Palace,198
1,Goal,Normal Goal,M. Jørgensen,Huddersfield,199
45,Goal,Normal Goal,S. Duffy,Brighton,199
69,Goal,Normal Goal,F. Andone,Brighton,199
12,Goal,Penalty,J. Vardy,Leicester,200
23,Goal,Normal Goal,J. Maddison,Leicester,200
16,Goal,Normal Goal,Bernardo Silva,Manchester City,202
44,Goal,Normal Goal,C. Wilson,Bournemouth,202
57,Goal,Normal Goal,R. Sterling,Manchester City,202
79,Goal,Normal Goal,İ. Gündoğan,Manchester City,202
11,Goal,Normal Goal,J. Hernández,West Ham,203
63,Goal,Normal Goal,J. Hernández,West Ham,203
90,Goal,Normal Goal,Felipe Anderson,West Ham,203
13,Goal,Normal Goal,S. Armstrong,Southampton,204
20,Goal,Normal Goal,Cédric Soares,Southampton,204
33,Goal,Normal Goal,R. Lukaku,Manchester United,204
39,Goal,Normal Goal,Ander Herrera,Manchester United,204
4,Goal,Normal Goal,Pedro,Chelsea,197
82,Goal,Normal Goal,R. Loftus-Cheek,Chelsea,197
10,Goal,Penalty,P. Aubameyang,Arsenal,195
30,Goal,Normal Goal,E. Dier,Tottenham,195
34,Goal,Penalty,H. Kane,Tottenham,195
56,Goal,Normal Goal,P. Aubameyang,Arsenal,195
74,Goal,Normal Goal,A. Lacazette,Arsenal,195
77,Goal,Normal Goal,L. Torreira,Arsenal,195
90,Goal,Normal Goal,D. Origi,Liverpool,201
5,Goal,Normal Goal,C. Wilson,Bournemouth,205
22,Goal,Normal Goal,R. Fraser,Bournemouth,205
38,Goal,Normal Goal,T. Kongolo,Huddersfield,205
24,Goal,Penalty,G. Murray,Brighton,206
31,Goal,Normal Goal,L. Balogun,Brighton,206
45,Goal,Normal Goal,F. Andone,Brighton,206
81,Goal,Penalty,L. Milivojević,Crystal Palace,206
49,Goal,Normal Goal,Lucas Pérez,West Ham,210
54,Goal,Normal Goal,Lucas Pérez,West Ham,210
61,Goal,Normal Goal,M. Antonio,West Ham,210
90,Goal,Normal Goal,Josh Murphy,Cardiff,210
40,Goal,Normal Goal,L. Sané,Manchester City,209
51,Goal,Normal Goal,R. Mahrez,Manchester City,209
85,Goal,Normal Goal,A. Doucouré,Watford,209
54,Goal,Normal Goal,J. Cork,Burnley,207
62,Goal,Normal Goal,J. Milner,Liverpool,207
69,Goal,Normal Goal,Roberto Firmino,Liverpool,207
90,Goal,Normal Goal,X. Shaqiri,Liverpool,207
42,Goal,Normal Goal,A. Kamara,Fulham,208
74,Goal,Normal Goal,J. Maddison,Leicester,208
18,Goal,Normal Goal,R. Loftus-Cheek,Chelsea,211
59,Goal,Normal Goal,R. Jiménez,Wolves,211
63,Goal,Normal Goal,Diogo Jota,Wolves,211
19,Goal,Normal Goal,S. Rondón,Newcastle,213
38,Goal,Normal Goal,Richarlison,Everton,213
26,Goal,Normal Goal,S. Mustafi,Arsenal,212
30,Goal,Normal Goal,A. Martial,Manchester United,212
68,Goal,Own Goal,M. Rojo,Arsenal,212
69,Goal,Normal Goal,J. Lingard,Manchester United,212
9,Goal,Normal Goal,H. Kane,Tottenham,214
51,Goal,Normal Goal,Lucas Moura,Tottenham,214
55,Goal,Normal Goal,Son Heung-Min,Tottenham,214
90,Goal,Normal Goal,C. Austin,Southampton,214
25,Goal,Normal Goal,Mohamed Salah,Liverpool,216
48,Goal,Normal Goal,Mohamed Salah,Liverpool,216
68,Goal,Own Goal,S. Cook,Liverpool,216
77,Goal,Normal Goal,Mohamed Salah,Liverpool,216
83,Goal,Normal Goal,L. Torreira,Arsenal,215
40,Goal,Normal Goal,J. Tarkowski,Burnley,217
74,Goal,Normal Goal,C. Paterson,Cardiff,218
13,Goal,Normal Goal,A. Young,Manchester United,222
28,Goal,Normal Goal,Mata,Manchester United,222
42,Goal,Normal Goal,R. Lukaku,Manchester United,222
67,Goal,Penalty,A. Kamara,Fulham,222
82,Goal,Normal Goal,M. Rashford,Manchester United,222
6,Goal,Normal Goal,J. McArthur,Crystal Palace,224
48,Goal,Normal Goal,R. Snodgrass,West Ham,224
62,Goal,Normal Goal,J. Hernández,West Ham,224
65,Goal,Normal Goal,Felipe Anderson,West Ham,224
76,Goal,Normal Goal,J. Schlupp,Crystal Palace,224
45,Goal,Normal Goal,N. Kanté,Chelsea,219
78,Goal,Normal Goal,David Luiz,Chelsea,219
45,Goal,Normal Goal,Son Heung-Min,Tottenham,221
58,Goal,Normal Goal,D. Alli,Tottenham,221
17,Goal,Normal Goal,Diogo Jota,Wolves,223
23,Goal,Normal Goal,Ayoze Pérez,Newcastle,223
90,Goal,Normal Goal,M. Doherty,Wolves,223
15,Goal,Normal Goal,Richarlison,Everton,220
63,Goal,Own Goal,S. Coleman,Watford,220
65,Goal,Normal Goal,A. Doucouré,Watford,220
90,Goal,Normal Goal,L. Digne,Everton,220
22,Goal,Normal Goal,Gabriel Jesus,Manchester City,230
50,Goal,Normal Goal,Gabriel Jesus,Manchester City,230
65,Goal,Normal Goal,D. Calvert-Lewin,Everton,230
69,Goal,Normal Goal,R. Sterling,Manchester City,230
39,Goal,Normal Goal,L. Milivojević,Crystal Palace,226
55,Goal,Normal Goal,S. Rondón,Newcastle,228
90,Goal,Normal Goal,C. Eriksen,Tottenham,232
16,Goal,Normal Goal,Deulofeu,Watford,233
52,Goal,Normal Goal,J. Holebas,Watford,233
68,Goal,Normal Goal,Domingos Quina,Watford,233
80,Goal,Normal Goal,J. Hoilett,Cardiff,233
82,Goal,Normal Goal,B. Reid,Cardiff,233
12,Goal,Normal Goal,R. Jiménez,Wolves,234
90,Goal,Normal Goal,Ivan Cavaleiro,Wolves,234
17,Goal,Normal Goal,R. Snodgrass,West Ham,227
29,Goal,Normal Goal,M. Antonio,West Ham,227
17,Goal,Normal Goal,Pedro,Chelsea,225
33,Goal,Normal Goal,E. Hazard,Chelsea,225
66,Goal,Normal Goal,S. March,Brighton,225
20,Goal,Normal Goal,D. Ings,Southampton,231
28,Goal,Normal Goal,H. Mkhitaryan,Arsenal,231
44,Goal,Normal Goal,D. Ings,Southampton,231
53,Goal,Normal Goal,H. Mkhitaryan,Arsenal,231
85,Goal,Normal Goal,C. Austin,Southampton,231
24,Goal,Normal Goal,S. Mané,Liverpool,229
33,Goal,Normal Goal,J. Lingard,Manchester United,229
73,Goal,Normal Goal,X. Shaqiri,Liverpool,229
80,Goal,Normal Goal,X. Shaqiri,Liverpool,229
18,Goal,Normal Goal,Mohamed Salah,Liverpool,244
68,Goal,Normal Goal,V. van Dijk,Liverpool,244
14,Goal,Normal Goal,P. Aubameyang,Arsenal,235
48,Goal,Normal Goal,P. Aubameyang,Arsenal,235
63,Goal,Normal Goal,A. Barnes,Burnley,235
90,Goal,Normal Goal,A. Iwobi,Arsenal,235
21,Goal,Normal Goal,D. Brooks,Bournemouth,236
77,Goal,Normal Goal,D. Brooks,Bournemouth,236
51,Goal,Normal Goal,J. Vardy,Leicester,238
15,Goal,Normal Goal,N. Redmond,Southampton,240
42,Goal,Penalty,D. Ings,Southampton,240
58,Goal,Normal Goal,P. Billing,Huddersfield,240
71,Goal,Normal Goal,M. Obafemi,Southampton,240
27,Goal,Normal Goal,İ. Gündoğan,Manchester City,241
33,Goal,Normal Goal,J. Schlupp,Crystal Palace,241
35,Goal,Normal Goal,A. Townsend,Crystal Palace,241
51,Goal,Penalty,L. Milivojević,Crystal Palace,241
85,Goal,Normal Goal,K. De Bruyne,Manchester City,241
30,Goal,Penalty,T. Deeney,Watford,243
87,Goal,Normal Goal,Deulofeu,Watford,243
3,Goal,Normal Goal,M. Rashford,Manchester United,237
29,Goal,Normal Goal,Ander Herrera,Manchester United,237
38,Goal,Penalty,Víctor Camarasa,Cardiff,237
41,Goal,Normal Goal,A. Martial,Manchester United,237
57,Goal,Penalty,J. Lingard,Manchester United,237
90,Goal,Normal Goal,J. Lingard,Manchester United,237
21,Goal,Normal Goal,T. Walcott,Everton,239
27,Goal,Normal Goal,Son Heung-Min,Tottenham,239
