id_match,id_team_home,name_team_home,id_team_away,name_team_away,score_HT,score_FT
157050.0,46.0,Leicester,35.0,Bournemouth,2-1,3-1
157051.0,50.0,Manchester City,51.0,Brighton,2-0,4-0
157052.0,34.0,Newcastle,38.0,Watford,1-1,1-1
157054.0,48.0,West Ham,71.0,Norwich,1-0,2-0
157046.0,44.0,Burnley,40.0,Liverpool,0-2,0-3
157049.0,45.0,Everton,39.0,Wolves,2-1,3-2
157045.0,42.0,Arsenal,47.0,Tottenham,1-2,2-2
157058.0,40.0,Liverpool,34.0,Newcastle,2-1,3-1
157057.0,51.0,Brighton,44.0,Burnley,0-0,1-1
157059.0,33.0,Manchester United,46.0,Leicester,1-0,1-0
157061.0,62.0,Sheffield Utd,41.0,Southampton,0-0,0-1
157062.0,47.0,Tottenham,52.0,Crystal Palace,4-0,4-0
157064.0,39.0,Wolves,49.0,Chelsea,0-3,2-5
157060.0,71.0,Norwich,50.0,Manchester City,2-1,3-2
157055.0,35.0,Bournemouth,45.0,Everton,1-1,3-1
157063.0,38.0,Watford,42.0,Arsenal,0-2,2-2
157056.0,66.0,Aston Villa,48.0,West Ham,0-0,0-0
157073.0,41.0,Southampton,35.0,Bournemouth,0-2,1-3
157070.0,46.0,Leicester,47.0,Tottenham,0-1,2-1
157066.0,44.0,Burnley,71.0,Norwich,2-0,2-0
157069.0,45.0,Everton,62.0,Sheffield Utd,0-1,0-2
157071.0,50.0,Manchester City,38.0,Watford,5-0,8-0
157072.0,34.0,Newcastle,51.0,Brighton,0-0,0-0
157068.0,52.0,Crystal Palace,39.0,Wolves,0-0,1-1
157074.0,48.0,West Ham,33.0,Manchester United,1-0,2-0
157065.0,42.0,Arsenal,66.0,Aston Villa,0-1,3-2
157067.0,49.0,Chelsea,40.0,Liverpool,0-2,1-2
157082.0,62.0,Sheffield Utd,40.0,Liverpool,0-0,0-1
157075.0,35.0,Bournemouth,48.0,West Ham,1-1,2-2
157076.0,66.0,Aston Villa,44.0,Burnley,1-0,2-2
157077.0,49.0,Chelsea,51.0,Brighton,0-0,2-0
157078.0,52.0,Crystal Palace,71.0,Norwich,1-0,2-0
157083.0,47.0,Tottenham,41.0,Southampton,2-1,2-1
157084.0,39.0,Wolves,38.0,Watford,1-0,2-0
157079.0,45.0,Everton,50.0,Manchester City,1-1,1-3
157080.0,46.0,Leicester,34.0,Newcastle,1-0,5-0
157081.0,33.0,Manchester United,42.0,Arsenal,1-0,1-1
157086.0,51.0,Brighton,47.0,Tottenham,2-0,3-0
157087.0,44.0,Burnley,45.0,Everton,0-0,1-0
157088.0,40.0,Liverpool,46.0,Leicester,1-0,2-1
157091.0,71.0,Norwich,66.0,Aston Villa,0-2,1-5
157093.0,38.0,Watford,62.0,Sheffield Utd,0-0,0-0
157094.0,48.0,West Ham,52.0,Crystal Palace,0-0,1-2
157085.0,42.0,Arsenal,35.0,Bournemouth,1-0,1-0
157089.0,50.0,Manchester City,39.0,Wolves,0-0,0-2
157092.0,41.0,Southampton,49.0,Chelsea,1-3,1-4
157090.0,34.0,Newcastle,33.0,Manchester United,0-0,1-0
157099.0,45.0,Everton,48.0,West Ham,1-0,2-0
157095.0,35.0,Bournemouth,71.0,Norwich,0-0,0-0
157096.0,66.0,Aston Villa,51.0,Brighton,1-1,2-1
157097.0,49.0,Chelsea,34.0,Newcastle,0-0,1-0
157100.0,46.0,Leicester,44.0,Burnley,1-1,2-1
157103.0,47.0,Tottenham,38.0,Watford,0-1,1-1
157104.0,39.0,Wolves,41.0,Southampton,0-0,1-1
157098.0,52.0,Crystal Palace,50.0,Manchester City,0-2,0-2
157101.0,33.0,Manchester United,40.0,Liverpool,1-0,1-1
157102.0,62.0,Sheffield Utd,42.0,Arsenal,1-0,1-0
157112.0,41.0,Southampton,46.0,Leicester,0-5,0-9
157109.0,50.0,Manchester City,66.0,Aston Villa,0-0,3-0
157106.0,51.0,Brighton,45.0,Everton,1-1,3-2
157113.0,38.0,Watford,35.0,Bournemouth,0-0,0-0
157114.0,48.0,West Ham,62.0,Sheffield Utd,1-0,1-1
157107.0,44.0,Burnley,49.0,Chelsea,0-2,2-4
157110.0,34.0,Newcastle,39.0,Wolves,1-0,1-1
157105.0,42.0,Arsenal,52.0,Crystal Palace,2-1,2-2
157108.0,40.0,Liverpool,47.0,Tottenham,0-1,2-1
157111.0,71.0,Norwich,33.0,Manchester United,0-2,1-3
157115.0,35.0,Bournemouth,33.0,Manchester United,1-0,1-0
157116.0,42.0,Arsenal,39.0,Wolves,1-0,1-1
157117.0,66.0,Aston Villa,40.0,Liverpool,1-0,1-2
157118.0,51.0,Brighton,71.0,Norwich,0-0,2-0
157121.0,50.0,Manchester City,41.0,Southampton,0-1,2-1
157122.0,62.0,Sheffield Utd,44.0,Burnley,3-0,3-0
157124.0,48.0,West Ham,34.0,Newcastle,0-2,2-3
157123.0,38.0,Watford,49.0,Chelsea,0-1,1-2
157119.0,52.0,Crystal Palace,46.0,Leicester,0-0,0-2
157120.0,45.0,Everton,47.0,Tottenham,0-0,1-1
157131.0,71.0,Norwich,38.0,Watford,0-1,0-2
157126.0,49.0,Chelsea,52.0,Crystal Palace,0-0,2-0
157125.0,44.0,Burnley,48.0,West Ham,2-0,3-0
157130.0,34.0,Newcastle,35.0,Bournemouth,1-1,2-1
157132.0,41.0,Southampton,45.0,Everton,0-1,1-2
157133.0,47.0,Tottenham,62.0,Sheffield Utd,0-0,1-1
157127.0,46.0,Leicester,42.0,Arsenal,0-0,2-0
157129.0,33.0,Manchester United,51.0,Brighton,2-0,3-1
157134.0,39.0,Wolves,66.0,Aston Villa,1-0,2-1
157128.0,40.0,Liverpool,50.0,Manchester City,2-0,3-1
157144.0,48.0,West Ham,47.0,Tottenham,0-2,2-3
157135.0,35.0,Bournemouth,39.0,Wolves,0-2,1-2
157136.0,42.0,Arsenal,41.0,Southampton,1-1,2-2
157138.0,51.0,Brighton,46.0,Leicester,0-0,0-2
157139.0,52.0,Crystal Palace,40.0,Liverpool,0-0,1-2
157140.0,45.0,Everton,71.0,Norwich,0-0,0-2
157143.0,38.0,Watford,44.0,Burnley,0-0,0-3
157141.0,50.0,Manchester City,49.0,Chelsea,2-1,2-1
157142.0,62.0,Sheffield Utd,33.0,Manchester United,1-0,3-3
157137.0,66.0,Aston Villa,34.0,Newcastle,2-0,2-0
157150.0,34.0,Newcastle,50.0,Manchester City,1-1,2-2
157145.0,44.0,Burnley,52.0,Crystal Palace,0-1,0-2
157146.0,49.0,Chelsea,48.0,West Ham,0-0,0-1
157148.0,40.0,Liverpool,51.0,Brighton,2-0,2-1
157153.0,47.0,Tottenham,35.0,Bournemouth,1-0,3-2
157152.0,41.0,Southampton,38.0,Watford,0-1,2-1
157151.0,71.0,Norwich,42.0,Arsenal,2-1,2-2
157154.0,39.0,Wolves,62.0,Sheffield Utd,0-1,1-1
157147.0,46.0,Leicester,45.0,Everton,0-1,2-1
157149.0,33.0,Manchester United,66.0,Aston Villa,1-1,2-2
157163.0,52.0,Crystal Palace,35.0,Bournemouth,0-0,1-0
157156.0,44.0,Burnley,50.0,Manchester City,0-1,1-4
157157.0,46.0,Leicester,38.0,Watford,0-0,2-0
157159.0,39.0,Wolves,48.0,West Ham,1-0,2-0
157160.0,33.0,Manchester United,47.0,Tottenham,1-1,2-1
157161.0,49.0,Chelsea,66.0,Aston Villa,1-1,2-1
157162.0,41.0,Southampton,71.0,Norwich,2-0,2-1
157164.0,40.0,Liverpool,45.0,Everton,4-2,5-2
157158.0,62.0,Sheffield Utd,34.0,Newcastle,0-1,0-2
157155.0,42.0,Arsenal,51.0,Brighton,0-1,1-2
157168.0,45.0,Everton,49.0,Chelsea,1-0,3-1
157165.0,35.0,Bournemouth,40.0,Liverpool,0-2,0-3
157172.0,47.0,Tottenham,44.0,Burnley,3-0,5-0
157173.0,38.0,Watford,52.0,Crystal Palace,0-0,0-0
157169.0,50.0,Manchester City,33.0,Manchester United,0-2,1-2
157166.0,66.0,Aston Villa,46.0,Leicester,1-2,1-4
157170.0,34.0,Newcastle,41.0,Southampton,0-0,2-1
157171.0,71.0,Norwich,62.0,Sheffield Utd,1-0,1-2
157167.0,51.0,Brighton,39.0,Wolves,2-2,2-2
157174.0,48.0,West Ham,42.0,Arsenal,1-0,1-3
157180.0,40.0,Liverpool,38.0,Watford,1-0,2-0
157176.0,44.0,Burnley,34.0,Newcastle,0-0,1-0
157177.0,49.0,Chelsea,35.0,Bournemouth,0-0,0-1
157179.0,46.0,Leicester,71.0,Norwich,1-1,1-1
157182.0,62.0,Sheffield Utd,66.0,Aston Villa,0-0,2-0
157183.0,41.0,Southampton,48.0,West Ham,0-1,0-1
157181.0,33.0,Manchester United,45.0,Everton,0-1,1-1
157184.0,39.0,Wolves,47.0,Tottenham,0-1,1-2
157175.0,42.0,Arsenal,50.0,Manchester City,0-3,0-3
157178.0,52.0,Crystal Palace,51.0,Brighton,0-0,1-1
157188.0,45.0,Everton,42.0,Arsenal,0-0,0-0
157185.0,35.0,Bournemouth,44.0,Burnley,0-0,0-1
157186.0,66.0,Aston Villa,41.0,Southampton,0-2,1-3
157187.0,51.0,Brighton,62.0,Sheffield Utd,0-1,0-1
157190.0,34.0,Newcastle,52.0,Crystal Palace,0-0,1-0
157191.0,71.0,Norwich,39.0,Wolves,1-0,1-2
157189.0,50.0,Manchester City,46.0,Leicester,2-1,3-1
157193.0,38.0,Watford,33.0,Manchester United,0-0,2-0
157192.0,47.0,Tottenham,49.0,Chelsea,0-2,0-2
157203.0,47.0,Tottenham,51.0,Brighton,0-1,2-1
157195.0,35.0,Bournemouth,42.0,Arsenal,1-0,1-1
157196.0,66.0,Aston Villa,71.0,Norwich,0-0,1-0
157197.0,49.0,Chelsea,41.0,Southampton,0-1,0-2
157198.0,52.0,Crystal Palace,48.0,West Ham,0-0,2-1
157199.0,45.0,Everton,44.0,Burnley,0-0,1-0
157202.0,62.0,Sheffield Utd,38.0,Watford,1-1,1-1
157201.0,33.0,Manchester United,34.0,Newcastle,3-1,4-1
157200.0,46.0,Leicester,40.0,Liverpool,0-1,0-4
157204.0,39.0,Wolves,50.0,Manchester City,0-1,3-2
157206.0,51.0,Brighton,35.0,Bournemouth,1-0,2-0
157210.0,34.0,Newcastle,45.0,Everton,0-1,1-2
157212.0,41.0,Southampton,52.0,Crystal Palace,0-0,1-1
157213.0,38.0,Watford,66.0,Aston Villa,1-0,3-0
157211.0,71.0,Norwich,47.0,Tottenham,1-0,2-2
157214.0,48.0,West Ham,46.0,Leicester,1-1,1-2
157207.0,44.0,Burnley,33.0,Manchester United,0-1,0-2
157205.0,42.0,Arsenal,49.0,Chelsea,1-0,1-2
157208.0,40.0,Liverpool,39.0,Wolves,1-0,1-0
157209.0,50.0,Manchester City,62.0,Sheffield Utd,0-0,2-0
157216.0,51.0,Brighton,49.0,Chelsea,0-1,1-1
157217.0,44.0,Burnley,66.0,Aston Villa,0-2,1-2
157220.0,34.0,Newcastle,46.0,Leicester,0-2,0-3
157222.0,41.0,Southampton,47.0,Tottenham,1-0,1-0
157223.0,38.0,Watford,39.0,Wolves,1-0,2-1
157219.0,50.0,Manchester City,45.0,Everton,0-0,2-1
157221.0,71.0,Norwich,52.0,Crystal Palace,1-0,1-1
157224.0,48.0,West Ham,35.0,Bournemouth,3-0,4-0
157215.0,42.0,Arsenal,33.0,Manchester United,2-0,2-0
157218.0,40.0,Liverpool,62.0,Sheffield Utd,1-0,2-0
157232.0,62.0,Sheffield Utd,48.0,West Ham,0-0,1-0
157228.0,52.0,Crystal Palace,42.0,Arsenal,0-1,1-1
157227.0,49.0,Chelsea,44.0,Burnley,2-0,3-0
157229.0,45.0,Everton,51.0,Brighton,1-0,1-0
157230.0,46.0,Leicester,41.0,Southampton,1-1,1-2
157231.0,33.0,Manchester United,71.0,Norwich,1-0,4-0
157234.0,39.0,Wolves,34.0,Newcastle,1-1,1-1
157233.0,47.0,Tottenham,40.0,Liverpool,0-1,0-1
157225.0,35.0,Bournemouth,38.0,Watford,0-1,0-3
157226.0,66.0,Aston Villa,50.0,Manchester City,0-4,1-6
157243.0,38.0,Watford,47.0,Tottenham,0-0,0-0
157235.0,42.0,Arsenal,62.0,Sheffield Utd,1-0,1-1
157236.0,51.0,Brighton,66.0,Aston Villa,1-0,1-1
157239.0,50.0,Manchester City,52.0,Crystal Palace,0-1,2-2
157241.0,71.0,Norwich,35.0,Bournemouth,1-0,1-0
157242.0,41.0,Southampton,39.0,Wolves,2-0,2-3
157244.0,48.0,West Ham,45.0,Everton,1-1,1-1
157240.0,34.0,Newcastle,49.0,Chelsea,0-0,1-0
157237.0,44.0,Burnley,46.0,Leicester,0-1,2-1
157238.0,40.0,Liverpool,33.0,Manchester United,1-0,2-0
157245.0,35.0,Bournemouth,51.0,Brighton,2-0,3-1
157246.0,66.0,Aston Villa,38.0,Watford,0-1,2-1
157247.0,45.0,Everton,34.0,Newcastle,1-0,2-2
157249.0,62.0,Sheffield Utd,50.0,Manchester City,0-0,0-1
157254.0,52.0,Crystal Palace,41.0,Southampton,0-1,0-2
157252.0,49.0,Chelsea,42.0,Arsenal,1-0,2-2
157248.0,46.0,Leicester,48.0,West Ham,2-0,4-1
157253.0,47.0,Tottenham,71.0,Norwich,1-0,2-1
157251.0,33.0,Manchester United,44.0,Burnley,0-1,0-2
157250.0,39.0,Wolves,40.0,Liverpool,0-1,1-2
157194.0,48.0,West Ham,40.0,Liverpool,0-1,0-2
157258.0,46.0,Leicester,49.0,Chelsea,0-0,2-2
157255.0,35.0,Bournemouth,66.0,Aston Villa,2-0,2-1
157257.0,52.0,Crystal Palace,62.0,Sheffield Utd,0-0,0-1
157259.0,40.0,Liverpool,41.0,Southampton,0-0,4-0
157261.0,34.0,Newcastle,71.0,Norwich,0-0,0-0
157263.0,38.0,Watford,45.0,Everton,2-2,2-3
157264.0,48.0,West Ham,51.0,Brighton,2-0,3-3
157260.0,33.0,Manchester United,39.0,Wolves,0-0,0-0
157256.0,44.0,Burnley,42.0,Arsenal,0-0,0-0
157262.0,47.0,Tottenham,50.0,Manchester City,0-0,2-0
157269.0,45.0,Everton,52.0,Crystal Palace,1-0,3-1
157267.0,51.0,Brighton,38.0,Watford,0-1,1-1
157272.0,62.0,Sheffield Utd,35.0,Bournemouth,1-1,2-1
157274.0,39.0,Wolves,46.0,Leicester,0-0,0-0
157273.0,41.0,Southampton,44.0,Burnley,1-1,1-2
157271.0,71.0,Norwich,40.0,Liverpool,0-0,0-1
157266.0,66.0,Aston Villa,47.0,Tottenham,1-2,2-3
157265.0,42.0,Arsenal,34.0,Newcastle,0-0,4-0
157268.0,49.0,Chelsea,33.0,Manchester United,0-1,0-2
157270.0,50.0,Manchester City,48.0,West Ham,1-0,2-0
157277.0,49.0,Chelsea,47.0,Tottenham,1-0,2-1
157276.0,44.0,Burnley,35.0,Bournemouth,0-0,3-0
157278.0,52.0,Crystal Palace,34.0,Newcastle,1-0,1-0
157282.0,62.0,Sheffield Utd,51.0,Brighton,1-1,1-1
157283.0,41.0,Southampton,66.0,Aston Villa,1-0,2-0
157279.0,46.0,Leicester,50.0,Manchester City,0-0,0-1
157281.0,33.0,Manchester United,38.0,Watford,1-0,3-0
157284.0,39.0,Wolves,71.0,Norwich,2-0,3-0
157275.0,42.0,Arsenal,45.0,Everton,2-2,3-2
157280.0,40.0,Liverpool,48.0,West Ham,1-1,3-2
157291.0,71.0,Norwich,46.0,Leicester,0-0,1-0
157287.0,51.0,Brighton,52.0,Crystal Palace,0-0,0-1
157285.0,35.0,Bournemouth,49.0,Chelsea,0-1,2-2
157290.0,34.0,Newcastle,44.0,Burnley,0-0,0-0
157294.0,48.0,West Ham,41.0,Southampton,2-1,3-1
157293.0,38.0,Watford,40.0,Liverpool,0-0,3-0
157288.0,45.0,Everton,33.0,Manchester United,1-1,1-1
157292.0,47.0,Tottenham,39.0,Wolves,2-1,2-3
157300.0,40.0,Liverpool,35.0,Bournemouth,2-1,2-1
157295.0,42.0,Arsenal,48.0,West Ham,0-0,1-0
157298.0,52.0,Crystal Palace,38.0,Watford,1-0,1-0
157302.0,62.0,Sheffield Utd,71.0,Norwich,1-0,1-0
157303.0,41.0,Southampton,34.0,Newcastle,0-0,0-1
157304.0,39.0,Wolves,51.0,Brighton,0-0,0-0
157296.0,44.0,Burnley,47.0,Tottenham,1-0,1-1
157297.0,49.0,Chelsea,45.0,Everton,2-0,4-0
157301.0,33.0,Manchester United,50.0,Manchester City,1-0,2-0
157299.0,46.0,Leicester,66.0,Aston Villa,1-0,4-0
157286.0,66.0,Aston Villa,62.0,Sheffield Utd,0-0,0-0
157289.0,50.0,Manchester City,42.0,Arsenal,1-0,3-0
157311.0,71.0,Norwich,41.0,Southampton,0-0,0-3
157312.0,47.0,Tottenham,33.0,Manchester United,1-0,1-1
157313.0,38.0,Watford,46.0,Leicester,0-0,1-1
157307.0,51.0,Brighton,42.0,Arsenal,0-0,2-1
157314.0,48.0,West Ham,39.0,Wolves,0-0,0-2
157305.0,35.0,Bournemouth,52.0,Crystal Palace,0-2,0-2
157310.0,34.0,Newcastle,62.0,Sheffield Utd,0-0,3-0
157306.0,66.0,Aston Villa,49.0,Chelsea,1-0,1-2
157308.0,45.0,Everton,40.0,Liverpool,0-0,0-0
157309.0,50.0,Manchester City,44.0,Burnley,3-0,5-0
157317.0,46.0,Leicester,51.0,Brighton,0-0,0-0
157323.0,47.0,Tottenham,48.0,West Ham,0-0,2-0
157319.0,33.0,Manchester United,62.0,Sheffield Utd,2-0,3-0
157320.0,34.0,Newcastle,66.0,Aston Villa,0-0,1-1
157321.0,71.0,Norwich,45.0,Everton,0-0,0-1
157324.0,39.0,Wolves,35.0,Bournemouth,0-0,1-0
157318.0,40.0,Liverpool,52.0,Crystal Palace,2-0,4-0
157315.0,44.0,Burnley,38.0,Watford,0-0,1-0
157322.0,41.0,Southampton,42.0,Arsenal,0-1,0-2
157316.0,49.0,Chelsea,50.0,Manchester City,1-0,2-1
157327.0,66.0,Aston Villa,39.0,Wolves,0-0,0-1
157333.0,38.0,Watford,41.0,Southampton,0-1,1-3
157329.0,52.0,Crystal Palace,44.0,Burnley,0-0,0-1
157328.0,51.0,Brighton,33.0,Manchester United,0-2,0-3
157325.0,35.0,Bournemouth,34.0,Newcastle,0-2,1-4
157326.0,42.0,Arsenal,71.0,Norwich,2-0,4-0
157330.0,45.0,Everton,46.0,Leicester,2-0,2-1
157334.0,48.0,West Ham,49.0,Chelsea,1-1,3-2
157332.0,62.0,Sheffield Utd,47.0,Tottenham,1-0,3-1
157331.0,50.0,Manchester City,40.0,Liverpool,3-0,4-0
157341.0,71.0,Norwich,51.0,Brighton,0-1,0-1
157337.0,46.0,Leicester,52.0,Crystal Palace,0-0,3-0
157339.0,33.0,Manchester United,35.0,Bournemouth,3-1,5-2
157344.0,39.0,Wolves,42.0,Arsenal,0-1,0-2
157336.0,49.0,Chelsea,38.0,Watford,2-0,3-0
157335.0,44.0,Burnley,62.0,Sheffield Utd,1-0,1-1
157340.0,34.0,Newcastle,48.0,West Ham,1-1,2-2
157338.0,40.0,Liverpool,66.0,Aston Villa,0-0,2-0
157342.0,41.0,Southampton,50.0,Manchester City,1-0,1-0
157343.0,47.0,Tottenham,45.0,Everton,1-0,1-0
157349.0,52.0,Crystal Palace,49.0,Chelsea,1-2,2-3
157353.0,38.0,Watford,71.0,Norwich,1-1,2-1
157346.0,42.0,Arsenal,46.0,Leicester,1-0,1-1
157351.0,50.0,Manchester City,34.0,Newcastle,2-0,5-0
157352.0,62.0,Sheffield Utd,39.0,Wolves,0-0,1-0
157354.0,48.0,West Ham,44.0,Burnley,0-1,0-1
157348.0,51.0,Brighton,40.0,Liverpool,1-2,1-3
157345.0,35.0,Bournemouth,47.0,Tottenham,0-0,0-0
157350.0,45.0,Everton,41.0,Southampton,1-1,1-1
157347.0,66.0,Aston Villa,33.0,Manchester United,0-2,0-3
157360.0,71.0,Norwich,48.0,West Ham,0-2,0-4
157363.0,38.0,Watford,34.0,Newcastle,0-1,2-1
157358.0,40.0,Liverpool,44.0,Burnley,1-0,1-1
157361.0,62.0,Sheffield Utd,49.0,Chelsea,2-0,3-0
157357.0,51.0,Brighton,50.0,Manchester City,0-2,0-5
157364.0,39.0,Wolves,45.0,Everton,1-0,3-0
157356.0,66.0,Aston Villa,52.0,Crystal Palace,1-0,2-0
157362.0,47.0,Tottenham,42.0,Arsenal,1-1,2-1
157355.0,35.0,Bournemouth,46.0,Leicester,0-1,4-1
157359.0,33.0,Manchester United,41.0,Southampton,2-1,2-2
157367.0,49.0,Chelsea,71.0,Norwich,1-0,1-0
157366.0,44.0,Burnley,39.0,Wolves,0-0,1-1
157371.0,50.0,Manchester City,35.0,Bournemouth,2-0,2-1
157372.0,34.0,Newcastle,47.0,Tottenham,0-1,1-3
157365.0,42.0,Arsenal,40.0,Liverpool,2-1,2-1
157369.0,45.0,Everton,66.0,Aston Villa,0-0,1-1
157370.0,46.0,Leicester,62.0,Sheffield Utd,1-0,2-0
157368.0,52.0,Crystal Palace,33.0,Manchester United,0-1,0-2
157373.0,41.0,Southampton,51.0,Brighton,0-1,1-1
157374.0,48.0,West Ham,38.0,Watford,3-0,3-1
157380.0,71.0,Norwich,44.0,Burnley,0-1,0-2
157375.0,35.0,Bournemouth,41.0,Southampton,0-1,0-2
157382.0,47.0,Tottenham,46.0,Leicester,3-0,3-0
157377.0,51.0,Brighton,34.0,Newcastle,0-0,0-0
157381.0,62.0,Sheffield Utd,45.0,Everton,0-0,0-1
157384.0,39.0,Wolves,52.0,Crystal Palace,1-0,2-0
157383.0,38.0,Watford,50.0,Manchester City,0-2,0-4
157376.0,66.0,Aston Villa,42.0,Arsenal,1-0,1-0
157379.0,33.0,Manchester United,48.0,West Ham,0-1,1-1
157378.0,40.0,Liverpool,49.0,Chelsea,3-1,5-3
157385.0,42.0,Arsenal,38.0,Watford,3-1,3-2
157386.0,44.0,Burnley,51.0,Brighton,1-1,1-2
157387.0,49.0,Chelsea,39.0,Wolves,2-0,2-0
157388.0,52.0,Crystal Palace,47.0,Tottenham,0-1,1-1
157389.0,45.0,Everton,35.0,Bournemouth,1-2,1-3
157390.0,46.0,Leicester,33.0,Manchester United,0-0,0-2
157391.0,50.0,Manchester City,71.0,Norwich,2-0,5-0
157392.0,34.0,Newcastle,40.0,Liverpool,1-1,1-3
157393.0,41.0,Southampton,62.0,Sheffield Utd,0-1,3-1
157394.0,48.0,West Ham,66.0,Aston Villa,0-0,1-1
