mins,type,detail,player,teamName,id_match
38,Goal,Normal Goal,D. Alli,Tottenham,157253
70,Goal,Penalty,T. Pukki,Norwich,157253
79,Goal,Normal Goal,Son Heung-Min,Tottenham,157253
39,Goal,Normal Goal,C. Wood,Burnley,157251
56,Goal,Normal Goal,J. Rodriguez,Burnley,157251
8,Goal,Normal Goal,J. Henderson,Liverpool,157250
51,Goal,Normal Goal,R. Jiménez,Wolves,157250
84,Goal,Normal Goal,Roberto Firmino,Liverpool,157250
35,Goal,Penalty,Mohamed Salah,Liverpool,157194
52,Goal,Normal Goal,A. Oxlade-Chamberlain,Liverpool,157194
37,Goal,Normal Goal,P. Billing,Bournemouth,157255
44,Goal,Normal Goal,N. Aké,Bournemouth,157255
70,Goal,Normal Goal,M. Samatta,Aston Villa,157255
58,Goal,Own Goal,Guaita,Sheffield Utd,157257
47,Goal,Normal Goal,A. Oxlade-Chamberlain,Liverpool,157259
60,Goal,Normal Goal,J. Henderson,Liverpool,157259
71,Goal,Normal Goal,Mohamed Salah,Liverpool,157259
90,Goal,Normal Goal,Mohamed Salah,Liverpool,157259
10,Goal,Normal Goal,A. Masina,Watford,157263
42,Goal,Normal Goal,R. Pereyra,Watford,157263
45,Goal,Normal Goal,Y. Mina,Everton,157263
45,Goal,Normal Goal,Y. Mina,Everton,157263
90,Goal,Normal Goal,T. Walcott,Everton,157263
30,Goal,Normal Goal,I. Diop,West Ham,157264
45,Goal,Normal Goal,R. Snodgrass,West Ham,157264
47,Goal,Own Goal,A. Ogbonna,Brighton,157264
57,Goal,Normal Goal,R. Snodgrass,West Ham,157264
75,Goal,Normal Goal,P. Groß,Brighton,157264
79,Goal,Normal Goal,G. Murray,Brighton,157264
63,Goal,Normal Goal,S. Bergwijn,Tottenham,157262
71,Goal,Normal Goal,Son Heung-Min,Tottenham,157262
18,Goal,Normal Goal,Bernard,Everton,157269
51,Goal,Normal Goal,C. Benteke,Crystal Palace,157269
58,Goal,Normal Goal,Richarlison,Everton,157269
88,Goal,Normal Goal,D. Calvert-Lewin,Everton,157269
19,Goal,Normal Goal,A. Doucouré,Watford,157267
78,Goal,Own Goal,A. Mariappa,Brighton,157267
13,Goal,Normal Goal,C. Wilson,Bournemouth,157272
45,Goal,Normal Goal,B. Sharp,Sheffield Utd,157272
84,Goal,Normal Goal,J. Lundstram,Sheffield Utd,157272
2,Goal,Normal Goal,A. Westwood,Burnley,157273
18,Goal,Normal Goal,D. Ings,Southampton,157273
60,Goal,Normal Goal,M. Vydra,Burnley,157273
78,Goal,Normal Goal,S. Mané,Liverpool,157271
9,Goal,Own Goal,T. Alderweireld,Aston Villa,157266
27,Goal,Normal Goal,T. Alderweireld,Tottenham,157266
45,Goal,Normal Goal,Son Heung-Min,Tottenham,157266
53,Goal,Normal Goal,B. Engels,Aston Villa,157266
90,Goal,Normal Goal,Son Heung-Min,Tottenham,157266
54,Goal,Normal Goal,P. Aubameyang,Arsenal,157265
57,Goal,Normal Goal,N. Pépé,Arsenal,157265
90,Goal,Normal Goal,M. Özil,Arsenal,157265
90,Goal,Normal Goal,A. Lacazette,Arsenal,157265
45,Goal,Normal Goal,A. Martial,Manchester United,157268
66,Goal,Normal Goal,H. Maguire,Manchester United,157268
30,Goal,Normal Goal,Rodri,Manchester City,157270
62,Goal,Normal Goal,K. De Bruyne,Manchester City,157270
15,Goal,Normal Goal,O. Giroud,Chelsea,157277
48,Goal,Normal Goal,Marcos Alonso,Chelsea,157277
89,Goal,Own Goal,A. Rüdiger,Tottenham,157277
53,Goal,Normal Goal,M. Vydra,Burnley,157276
61,Goal,Penalty,J. Rodriguez,Burnley,157276
87,Goal,Normal Goal,D. McNeil,Burnley,157276
44,Goal,Normal Goal,P. van Aanholt,Crystal Palace,157278
26,Goal,Normal Goal,E. Stevens,Sheffield Utd,157282
30,Goal,Normal Goal,N. Maupay,Brighton,157282
8,Goal,Normal Goal,S. Long,Southampton,157283
90,Goal,Normal Goal,S. Armstrong,Southampton,157283
80,Goal,Normal Goal,Gabriel Jesus,Manchester City,157279
42,Goal,Penalty,Bruno Fernandes,Manchester United,157281
58,Goal,Normal Goal,A. Martial,Manchester United,157281
75,Goal,Normal Goal,M. Greenwood,Manchester United,157281
19,Goal,Normal Goal,Diogo Jota,Wolves,157284
30,Goal,Normal Goal,Diogo Jota,Wolves,157284
50,Goal,Normal Goal,R. Jiménez,Wolves,157284
1,Goal,Normal Goal,D. Calvert-Lewin,Everton,157275
27,Goal,Normal Goal,E. Nketiah,Arsenal,157275
33,Goal,Normal Goal,P. Aubameyang,Arsenal,157275
45,Goal,Normal Goal,Richarlison,Everton,157275
46,Goal,Normal Goal,P. Aubameyang,Arsenal,157275
9,Goal,Normal Goal,G. Wijnaldum,Liverpool,157280
12,Goal,Normal Goal,I. Diop,West Ham,157280
54,Goal,Normal Goal,Pablo Fornals,West Ham,157280
68,Goal,Normal Goal,Mohamed Salah,Liverpool,157280
81,Goal,Normal Goal,S. Mané,Liverpool,157280
70,Goal,Normal Goal,J. Lewis,Norwich,157291
70,Goal,Normal Goal,J. Ayew,Crystal Palace,157287
33,Goal,Normal Goal,Marcos Alonso,Chelsea,157285
54,Goal,Normal Goal,J. Lerma,Bournemouth,157285
57,Goal,Normal Goal,J. King,Bournemouth,157285
85,Goal,Normal Goal,Marcos Alonso,Chelsea,157285
15,Goal,Normal Goal,J. Bowen,West Ham,157294
31,Goal,Normal Goal,M. Obafemi,Southampton,157294
40,Goal,Normal Goal,S. Haller,West Ham,157294
54,Goal,Normal Goal,M. Antonio,West Ham,157294
54,Goal,Normal Goal,I. Sarr,Watford,157293
60,Goal,Normal Goal,I. Sarr,Watford,157293
72,Goal,Normal Goal,T. Deeney,Watford,157293
3,Goal,Normal Goal,D. Calvert-Lewin,Everton,157288
31,Goal,Normal Goal,Bruno Fernandes,Manchester United,157288
13,Goal,Normal Goal,S. Bergwijn,Tottenham,157292
27,Goal,Normal Goal,M. Doherty,Wolves,157292
45,Goal,Normal Goal,S. Aurier,Tottenham,157292
57,Goal,Normal Goal,Diogo Jota,Wolves,157292
73,Goal,Normal Goal,R. Jiménez,Wolves,157292
9,Goal,Normal Goal,C. Wilson,Bournemouth,157300
24,Goal,Normal Goal,Mohamed Salah,Liverpool,157300
33,Goal,Normal Goal,S. Mané,Liverpool,157300
78,Goal,Normal Goal,A. Lacazette,Arsenal,157295
28,Goal,Normal Goal,J. Ayew,Crystal Palace,157298
36,Goal,Normal Goal,B. Sharp,Sheffield Utd,157302
79,Goal,Normal Goal,A. Saint-Maximin,Newcastle,157303
13,Goal,Normal Goal,C. Wood,Burnley,157296
50,Goal,Penalty,D. Alli,Tottenham,157296
14,Goal,Normal Goal,M. Mount,Chelsea,157297
21,Goal,Normal Goal,Pedro,Chelsea,157297
51,Goal,Normal Goal,Willian,Chelsea,157297
54,Goal,Normal Goal,O. Giroud,Chelsea,157297
30,Goal,Normal Goal,A. Martial,Manchester United,157301
90,Goal,Normal Goal,S. McTominay,Manchester United,157301
40,Goal,Normal Goal,H. Barnes,Leicester,157299
63,Goal,Penalty,J. Vardy,Leicester,157299
79,Goal,Normal Goal,J. Vardy,Leicester,157299
85,Goal,Normal Goal,H. Barnes,Leicester,157299
45,Goal,Normal Goal,R. Sterling,Manchester City,157289
51,Goal,Penalty,K. De Bruyne,Manchester City,157289
90,Goal,Normal Goal,P. Foden,Manchester City,157289
49,Goal,Normal Goal,D. Ings,Southampton,157311
54,Goal,Normal Goal,S. Armstrong,Southampton,157311
79,Goal,Normal Goal,N. Redmond,Southampton,157311
27,Goal,Normal Goal,S. Bergwijn,Tottenham,157312
81,Goal,Penalty,Bruno Fernandes,Manchester United,157312
90,Goal,Normal Goal,B. Chilwell,Leicester,157313
90,Goal,Normal Goal,C. Dawson,Watford,157313
68,Goal,Normal Goal,N. Pépé,Arsenal,157307
75,Goal,Normal Goal,L. Dunk,Brighton,157307
90,Goal,Normal Goal,N. Maupay,Brighton,157307
73,Goal,Normal Goal,R. Jiménez,Wolves,157314
84,Goal,Normal Goal,Pedro Neto,Wolves,157314
12,Goal,Normal Goal,L. Milivojević,Crystal Palace,157305
23,Goal,Normal Goal,J. Ayew,Crystal Palace,157305
55,Goal,Normal Goal,A. Saint-Maximin,Newcastle,157310
69,Goal,Normal Goal,M. Ritchie,Newcastle,157310
78,Goal,Normal Goal,Joelinton,Newcastle,157310
43,Goal,Normal Goal,K. Hause,Aston Villa,157306
60,Goal,Normal Goal,C. Pulisic,Chelsea,157306
62,Goal,Normal Goal,O. Giroud,Chelsea,157306
22,Goal,Normal Goal,P. Foden,Manchester City,157309
43,Goal,Normal Goal,R. Mahrez,Manchester City,157309
45,Goal,Penalty,R. Mahrez,Manchester City,157309
51,Goal,Normal Goal,David Silva,Manchester City,157309
63,Goal,Normal Goal,P. Foden,Manchester City,157309
64,Goal,Own Goal,T. Souček,Tottenham,157323
82,Goal,Normal Goal,H. Kane,Tottenham,157323
7,Goal,Normal Goal,A. Martial,Manchester United,157319
44,Goal,Normal Goal,A. Martial,Manchester United,157319
74,Goal,Normal Goal,A. Martial,Manchester United,157319
68,Goal,Normal Goal,D. Gayle,Newcastle,157320
83,Goal,Normal Goal,Ahmed El Mohamady,Aston Villa,157320
55,Goal,Normal Goal,M. Keane,Everton,157321
60,Goal,Normal Goal,R. Jiménez,Wolves,157324
23,Goal,Normal Goal,T. Alexander-Arnold,Liverpool,157318
44,Goal,Normal Goal,Mohamed Salah,Liverpool,157318
55,Goal,Normal Goal,Fabinho,Liverpool,157318
69,Goal,Normal Goal,S. Mané,Liverpool,157318
73,Goal,Normal Goal,J. Rodriguez,Burnley,157315
20,Goal,Normal Goal,E. Nketiah,Arsenal,157322
86,Goal,Normal Goal,J. Willock,Arsenal,157322
36,Goal,Normal Goal,C. Pulisic,Chelsea,157316
55,Goal,Normal Goal,K. De Bruyne,Manchester City,157316
78,Goal,Penalty,Willian,Chelsea,157316
62,Goal,Normal Goal,L. Dendoncker,Wolves,157327
16,Goal,Normal Goal,D. Ings,Southampton,157333
70,Goal,Normal Goal,D. Ings,Southampton,157333
79,Goal,Own Goal,J. Bednarek,Watford,157333
82,Goal,Normal Goal,J. Ward-Prowse,Southampton,157333
62,Goal,Normal Goal,B. Mee,Burnley,157329
16,Goal,Normal Goal,M. Greenwood,Manchester United,157328
29,Goal,Normal Goal,Bruno Fernandes,Manchester United,157328
50,Goal,Normal Goal,Bruno Fernandes,Manchester United,157328
5,Goal,Normal Goal,D. Gayle,Newcastle,157325
30,Goal,Normal Goal,S. Longstaff,Newcastle,157325
57,Goal,Normal Goal,M. Almirón,Newcastle,157325
77,Goal,Normal Goal,V. Lazaro,Newcastle,157325
90,Goal,Normal Goal,D. Gosling,Bournemouth,157325
33,Goal,Normal Goal,P. Aubameyang,Arsenal,157326
37,Goal,Normal Goal,G. Xhaka,Arsenal,157326
67,Goal,Normal Goal,P. Aubameyang,Arsenal,157326
81,Goal,Normal Goal,Cédric Soares,Arsenal,157326
10,Goal,Normal Goal,Richarlison,Everton,157330
16,Goal,Penalty,G. Sigurðsson,Everton,157330
51,Goal,Normal Goal,K. Iheanacho,Leicester,157330
42,Goal,Penalty,Willian,Chelsea,157334
45,Goal,Normal Goal,T. Souček,West Ham,157334
51,Goal,Normal Goal,M. Antonio,West Ham,157334
72,Goal,Normal Goal,Willian,Chelsea,157334
89,Goal,Normal Goal,A. Yarmolenko,West Ham,157334
31,Goal,Normal Goal,S. Berge,Sheffield Utd,157332
69,Goal,Normal Goal,L. Mousset,Sheffield Utd,157332
84,Goal,Normal Goal,O. McBurnie,Sheffield Utd,157332
90,Goal,Normal Goal,H. Kane,Tottenham,157332
25,Goal,Penalty,K. De Bruyne,Manchester City,157331
35,Goal,Normal Goal,R. Sterling,Manchester City,157331
45,Goal,Normal Goal,P. Foden,Manchester City,157331
66,Goal,Own Goal,A. Oxlade-Chamberlain,Manchester City,157331
25,Goal,Normal Goal,L. Trossard,Brighton,157341
49,Goal,Normal Goal,K. Iheanacho,Leicester,157337
77,Goal,Normal Goal,J. Vardy,Leicester,157337
90,Goal,Normal Goal,J. Vardy,Leicester,157337
15,Goal,Normal Goal,J. Stanislas,Bournemouth,157339
29,Goal,Normal Goal,M. Greenwood,Manchester United,157339
35,Goal,Penalty,M. Rashford,Manchester United,157339
45,Goal,Normal Goal,A. Martial,Manchester United,157339
49,Goal,Penalty,J. King,Bournemouth,157339
54,Goal,Normal Goal,M. Greenwood,Manchester United,157339
59,Goal,Normal Goal,Bruno Fernandes,Manchester United,157339
43,Goal,Normal Goal,B. Saka,Arsenal,157344
86,Goal,Normal Goal,A. Lacazette,Arsenal,157344
28,Goal,Normal Goal,O. Giroud,Chelsea,157336
43,Goal,Penalty,Willian,Chelsea,157336
90,Goal,Normal Goal,R. Barkley,Chelsea,157336
43,Goal,Normal Goal,J. Tarkowski,Burnley,157335
80,Goal,Normal Goal,J. Egan,Sheffield Utd,157335
4,Goal,Normal Goal,M. Antonio,West Ham,157340
17,Goal,Normal Goal,M. Almirón,Newcastle,157340
65,Goal,Normal Goal,T. Souček,West Ham,157340
67,Goal,Normal Goal,J. Shelvey,Newcastle,157340
71,Goal,Normal Goal,S. Mané,Liverpool,157338
89,Goal,Normal Goal,C. Jones,Liverpool,157338
16,Goal,Normal Goal,C. Adams,Southampton,157342
24,Goal,Own Goal,M. Keane,Tottenham,157343
6,Goal,Normal Goal,O. Giroud,Chelsea,157349
27,Goal,Normal Goal,C. Pulisic,Chelsea,157349
34,Goal,Normal Goal,W. Zaha,Crystal Palace,157349
71,Goal,Normal Goal,T. Abraham,Chelsea,157349
72,Goal,Normal Goal,C. Benteke,Crystal Palace,157349
4,Goal,Normal Goal,E. Buendía,Norwich,157353
10,Goal,Normal Goal,C. Dawson,Watford,157353
55,Goal,Normal Goal,D. Welbeck,Watford,157353
21,Goal,Normal Goal,P. Aubameyang,Arsenal,157346
84,Goal,Normal Goal,J. Vardy,Leicester,157346
10,Goal,Normal Goal,Gabriel Jesus,Manchester City,157351
21,Goal,Normal Goal,R. Mahrez,Manchester City,157351
58,Goal,Own Goal,F. Fernández,Manchester City,157351
65,Goal,Normal Goal,David Silva,Manchester City,157351
90,Goal,Normal Goal,R. Sterling,Manchester City,157351
90,Goal,Normal Goal,J. Egan,Sheffield Utd,157352
38,Goal,Normal Goal,J. Rodriguez,Burnley,157354
6,Goal,Normal Goal,Mohamed Salah,Liverpool,157348
8,Goal,Normal Goal,J. Henderson,Liverpool,157348
45,Goal,Normal Goal,L. Trossard,Brighton,157348
76,Goal,Normal Goal,Mohamed Salah,Liverpool,157348
31,Goal,Normal Goal,D. Ings,Southampton,157350
44,Goal,Normal Goal,Richarlison,Everton,157350
27,Goal,Penalty,Bruno Fernandes,Manchester United,157347
45,Goal,Normal Goal,M. Greenwood,Manchester United,157347
58,Goal,Normal Goal,P. Pogba,Manchester United,157347
11,Goal,Normal Goal,M. Antonio,West Ham,157360
45,Goal,Normal Goal,M. Antonio,West Ham,157360
54,Goal,Normal Goal,M. Antonio,West Ham,157360
74,Goal,Normal Goal,M. Antonio,West Ham,157360
23,Goal,Normal Goal,D. Gayle,Newcastle,157363
52,Goal,Penalty,T. Deeney,Watford,157363
82,Goal,Penalty,T. Deeney,Watford,157363
34,Goal,Normal Goal,A. Robertson,Liverpool,157358
69,Goal,Normal Goal,J. Rodriguez,Burnley,157358
18,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,157361
33,Goal,Normal Goal,O. McBurnie,Sheffield Utd,157361
77,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,157361
21,Goal,Normal Goal,R. Sterling,Manchester City,157357
44,Goal,Normal Goal,Gabriel Jesus,Manchester City,157357
53,Goal,Normal Goal,R. Sterling,Manchester City,157357
56,Goal,Normal Goal,Bernardo Silva,Manchester City,157357
81,Goal,Normal Goal,R. Sterling,Manchester City,157357
45,Goal,Penalty,R. Jiménez,Wolves,157364
46,Goal,Normal Goal,L. Dendoncker,Wolves,157364
74,Goal,Normal Goal,Diogo Jota,Wolves,157364
45,Goal,Normal Goal,Trézéguet,Aston Villa,157356
59,Goal,Normal Goal,Trézéguet,Aston Villa,157356
16,Goal,Normal Goal,A. Lacazette,Arsenal,157362
19,Goal,Normal Goal,Son Heung-Min,Tottenham,157362
81,Goal,Normal Goal,T. Alderweireld,Tottenham,157362
23,Goal,Normal Goal,J. Vardy,Leicester,157355
66,Goal,Penalty,J. Stanislas,Bournemouth,157355
67,Goal,Normal Goal,D. Solanke,Bournemouth,157355
83,Goal,Own Goal,J. Evans,Bournemouth,157355
87,Goal,Normal Goal,D. Solanke,Bournemouth,157355
12,Goal,Normal Goal,S. Armstrong,Southampton,157359
20,Goal,Normal Goal,M. Rashford,Manchester United,157359
23,Goal,Normal Goal,A. Martial,Manchester United,157359
90,Goal,Normal Goal,M. Obafemi,Southampton,157359
45,Goal,Normal Goal,O. Giroud,Chelsea,157367
76,Goal,Normal Goal,R. Jiménez,Wolves,157366
90,Goal,Penalty,C. Wood,Burnley,157366
6,Goal,Normal Goal,David Silva,Manchester City,157371
39,Goal,Normal Goal,Gabriel Jesus,Manchester City,157371
88,Goal,Normal Goal,D. Brooks,Bournemouth,157371
27,Goal,Normal Goal,Son Heung-Min,Tottenham,157372
56,Goal,Normal Goal,M. Ritchie,Newcastle,157372
60,Goal,Normal Goal,H. Kane,Tottenham,157372
90,Goal,Normal Goal,H. Kane,Tottenham,157372
20,Goal,Normal Goal,S. Mané,Liverpool,157365
32,Goal,Normal Goal,A. Lacazette,Arsenal,157365
44,Goal,Normal Goal,R. Nelson,Arsenal,157365
72,Goal,Normal Goal,E. Konsa,Aston Villa,157369
87,Goal,Normal Goal,T. Walcott,Everton,157369
29,Goal,Normal Goal,Ayoze Pérez,Leicester,157370
79,Goal,Normal Goal,D. Gray,Leicester,157370
45,Goal,Normal Goal,M. Rashford,Manchester United,157368
78,Goal,Normal Goal,A. Martial,Manchester United,157368
17,Goal,Normal Goal,N. Maupay,Brighton,157373
66,Goal,Normal Goal,D. Ings,Southampton,157373
6,Goal,Normal Goal,M. Antonio,West Ham,157374
10,Goal,Normal Goal,T. Souček,West Ham,157374
36,Goal,Normal Goal,D. Rice,West Ham,157374
49,Goal,Normal Goal,T. Deeney,Watford,157374
45,Goal,Normal Goal,C. Wood,Burnley,157380
80,Goal,Own Goal,B. Godfrey,Burnley,157380
41,Goal,Normal Goal,D. Ings,Southampton,157375
90,Goal,Normal Goal,C. Adams,Southampton,157375
6,Goal,Own Goal,J. Justin,Tottenham,157382
37,Goal,Normal Goal,H. Kane,Tottenham,157382
40,Goal,Normal Goal,H. Kane,Tottenham,157382
46,Goal,Normal Goal,Richarlison,Everton,157381
41,Goal,Normal Goal,Daniel Podence,Wolves,157384
68,Goal,Normal Goal,Jonny Castro,Wolves,157384
31,Goal,Normal Goal,R. Sterling,Manchester City,157383
40,Goal,Normal Goal,R. Sterling,Manchester City,157383
63,Goal,Normal Goal,P. Foden,Manchester City,157383
66,Goal,Normal Goal,A. Laporte,Manchester City,157383
27,Goal,Normal Goal,Trézéguet,Aston Villa,157376
45,Goal,Penalty,M. Antonio,West Ham,157379
51,Goal,Normal Goal,M. Greenwood,Manchester United,157379
23,Goal,Normal Goal,N. Keïta,Liverpool,157378
38,Goal,Normal Goal,T. Alexander-Arnold,Liverpool,157378
43,Goal,Normal Goal,G. Wijnaldum,Liverpool,157378
45,Goal,Normal Goal,O. Giroud,Chelsea,157378
54,Goal,Normal Goal,Roberto Firmino,Liverpool,157378
61,Goal,Normal Goal,T. Abraham,Chelsea,157378
73,Goal,Normal Goal,C. Pulisic,Chelsea,157378
84,Goal,Normal Goal,A. Oxlade-Chamberlain,Liverpool,157378
5,Goal,Penalty,P. Aubameyang,Arsenal,157385
24,Goal,Normal Goal,K. Tierney,Arsenal,157385
33,Goal,Normal Goal,P. Aubameyang,Arsenal,157385
43,Goal,Penalty,T. Deeney,Watford,157385
66,Goal,Normal Goal,D. Welbeck,Watford,157385
20,Goal,Normal Goal,Y. Bissouma,Brighton,157386
44,Goal,Normal Goal,C. Wood,Burnley,157386
50,Goal,Normal Goal,A. Connolly,Brighton,157386
45,Goal,Normal Goal,O. Giroud,Chelsea,157387
45,Goal,Normal Goal,M. Mount,Chelsea,157387
13,Goal,Normal Goal,H. Kane,Tottenham,157388
53,Goal,Normal Goal,J. Schlupp,Crystal Palace,157388
13,Goal,Penalty,J. King,Bournemouth,157389
41,Goal,Normal Goal,M. Kean,Everton,157389
45,Goal,Normal Goal,D. Solanke,Bournemouth,157389
80,Goal,Normal Goal,J. Stanislas,Bournemouth,157389
71,Goal,Penalty,Bruno Fernandes,Manchester United,157390
90,Goal,Normal Goal,J. Lingard,Manchester United,157390
11,Goal,Normal Goal,Gabriel Jesus,Manchester City,157391
45,Goal,Normal Goal,K. De Bruyne,Manchester City,157391
79,Goal,Normal Goal,R. Sterling,Manchester City,157391
83,Goal,Normal Goal,R. Mahrez,Manchester City,157391
90,Goal,Normal Goal,K. De Bruyne,Manchester City,157391
1,Goal,Normal Goal,D. Gayle,Newcastle,157392
38,Goal,Normal Goal,V. van Dijk,Liverpool,157392
59,Goal,Normal Goal,D. Origi,Liverpool,157392
89,Goal,Normal Goal,S. Mané,Liverpool,157392
26,Goal,Normal Goal,J. Lundstram,Sheffield Utd,157393
50,Goal,Normal Goal,C. Adams,Southampton,157393
71,Goal,Normal Goal,C. Adams,Southampton,157393
84,Goal,Penalty,D. Ings,Southampton,157393
84,Goal,Normal Goal,J. Grealish,Aston Villa,157394
85,Goal,Normal Goal,A. Yarmolenko,West Ham,157394
