index,id_match,id_team_home,name_team_home,id_team_away,name_team_away,score_HT,score_FT,0-75_dif,76-90+_dif,0-75,75+,0-15,16-30,31-45,46-59,60-74,75-79,80-84,85-89,90+,year,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HW,D,AW,>2.5,<2.5,match_dif,comeback,dif_class,prob_HW,prob_D,prob_AW,prob_25more,prob_25less,id_country,country
1004,605309.0,724.0,Cadiz,543.0,Real Betis,0-0,0-1,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,Cadiz,Real Betis,0,1,A,0,0,3.8,3.3,2.05,2.1,1.72,-1.0,1.0,0.0,0.2496770621885956,0.2875069200959586,0.4628160177154456,0.450261780104712,0.549738219895288,1,sp
1005,605310.0,715.0,Granada CF,797.0,Elche,1-1,2-1,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2020,Granada CF,Elche,2,1,H,1,1,2.1,3.1,4.0,2.3,1.61,1.0,1.0,0.0,0.4540461369461735,0.3075796411570853,0.2383742218967411,0.411764705882353,0.588235294117647,1,sp
1006,605314.0,533.0,Villarreal,530.0,Atletico Madrid,0-1,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Villarreal,Atletico Madrid,0,2,A,0,1,3.2,3.1,2.45,2.5,1.53,-2.0,0.0,-2.0,0.2995464405442714,0.3092092289489253,0.3912443305068033,0.3796526054590571,0.6203473945409429,1,sp
1007,605312.0,541.0,Real Madrid,548.0,Real Sociedad,0-0,1-1,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2020,Real Madrid,Real Sociedad,1,1,D,0,0,1.83,4.0,4.0,1.9,1.9,0.0,1.0,-1.0,0.5221932114882506,0.2389033942558746,0.2389033942558746,0.5,0.5,1,sp
1008,605322.0,532.0,Valencia,533.0,Villarreal,0-1,2-1,-1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2020,Valencia,Villarreal,2,1,H,0,1,4.0,3.4,1.95,2.1,1.72,1.0,1.0,-1.0,0.2365322868355333,0.2782732786300392,0.4851944345344273,0.450261780104712,0.549738219895288,1,sp
1009,605323.0,720.0,Valladolid,546.0,Getafe,2-1,2-1,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Valladolid,Getafe,2,1,H,2,1,3.0,2.8,2.7,3.2,1.36,1.0,0.0,1.0,0.3142144638403989,0.3366583541147132,0.3491271820448877,0.2982456140350877,0.7017543859649122,1,sp
1010,605324.0,797.0,Elche,536.0,Sevilla,0-0,2-1,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2020,Elche,Sevilla,2,1,H,0,0,6.5,3.6,1.6,2.37,1.57,1.0,0.0,1.0,0.1456016177957532,0.262891809908999,0.5915065722952477,0.398477157360406,0.6015228426395939,1,sp
1011,605318.0,724.0,Cadiz,545.0,Eibar,1-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Cadiz,Eibar,1,0,H,1,0,3.25,3.2,2.3,2.62,1.5,1.0,0.0,1.0,0.2916584109371904,0.296215573608084,0.4121260154547256,0.3640776699029127,0.6359223300970874,1,sp
1012,605320.0,727.0,Osasuna,529.0,Barcelona,0-1,0-2,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,Osasuna,Barcelona,0,2,A,0,1,5.75,4.5,1.5,1.66,2.2,-2.0,0.0,-1.0,0.1636363636363636,0.2090909090909091,0.6272727272727273,0.5699481865284974,0.4300518134715025,1,sp
1013,605319.0,726.0,Huesca,538.0,Celta Vigo,2-2,3-4,0.0,-1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020,Huesca,Celta Vigo,3,4,A,2,2,3.0,3.3,2.4,2.3,1.61,-1.0,1.0,0.0,0.316546762589928,0.2877697841726619,0.3956834532374101,0.411764705882353,0.588235294117647,1,sp
1014,605316.0,530.0,Atletico Madrid,541.0,Real Madrid,1-0,1-1,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Atletico Madrid,Real Madrid,1,1,D,1,0,2.55,3.25,2.8,2.3,1.61,0.0,1.0,1.0,0.3710121292426868,0.2911018244827235,0.3378860462745897,0.411764705882353,0.588235294117647,1,sp
1015,605321.0,548.0,Real Sociedad,539.0,Levante,1-0,1-0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Real Sociedad,Levante,1,0,H,1,0,1.44,4.33,7.5,1.8,2.0,1.0,0.0,1.0,0.6559254456657416,0.2181368687664359,0.1259376855678224,0.5263157894736842,0.4736842105263157,1,sp
1016,605315.0,531.0,Athletic Club,715.0,Granada CF,1-0,2-1,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2020,Athletic Club,Granada CF,2,1,H,1,0,1.57,4.0,5.75,2.1,1.72,1.0,0.0,1.0,0.600404620505123,0.2356588135482608,0.1639365659466162,0.450261780104712,0.549738219895288,1,sp
1017,605317.0,543.0,Real Betis,542.0,Alaves,0-2,3-2,-1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2020,Real Betis,Alaves,3,2,H,0,2,1.72,3.8,4.75,2.0,1.8,1.0,1.0,-1.0,0.5510440835266821,0.2494199535962876,0.1995359628770301,0.4736842105263157,0.5263157894736842,1,sp
1018,605235.0,530.0,Atletico Madrid,531.0,Athletic Club,1-1,2-1,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,Atletico Madrid,Athletic Club,2,1,H,1,1,1.8,3.3,5.25,2.5,1.53,1.0,0.0,1.0,0.5295735900962861,0.2888583218707015,0.1815680880330124,0.3796526054590571,0.6203473945409429,1,sp
1019,605331.0,539.0,Levante,532.0,Valencia,1-0,1-0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Levante,Valencia,1,0,H,1,0,2.25,3.4,3.2,1.9,1.9,1.0,0.0,1.0,0.4228527011270889,0.2798289933929265,0.2973183054799844,0.5,0.5,1,sp
1020,605325.0,542.0,Alaves,724.0,Cadiz,1-0,1-1,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,Alaves,Cadiz,1,1,D,1,0,2.15,3.1,3.8,2.75,1.44,0.0,1.0,1.0,0.4426075521322562,0.3069697538981777,0.250422693969566,0.3436754176610979,0.6563245823389022,1,sp
1021,605333.0,541.0,Real Madrid,797.0,Elche,0-0,2-1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2020,Real Madrid,Elche,2,1,H,0,0,1.18,7.0,15.0,1.57,2.37,1.0,1.0,0.0,0.8017715332926084,0.1351557727550396,0.0630726939523518,0.6015228426395939,0.398477157360406,1,sp
1022,605332.0,727.0,Osasuna,720.0,Valladolid,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Osasuna,Valladolid,0,0,D,0,0,2.2,3.1,3.6,2.5,1.53,0.0,0.0,0.0,0.4308880308880308,0.3057915057915057,0.2633204633204633,0.3796526054590571,0.6203473945409429,1,sp
1023,605329.0,546.0,Getafe,530.0,Atletico Madrid,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Getafe,Atletico Madrid,0,0,D,0,0,4.75,3.1,1.9,3.0,1.4,0.0,0.0,0.0,0.1987179487179487,0.3044871794871795,0.4967948717948718,0.3181818181818181,0.6818181818181818,1,sp
1024,605327.0,538.0,Celta Vigo,531.0,Athletic Club,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Celta Vigo,Athletic Club,0,0,D,0,0,2.7,3.2,2.7,2.0,1.8,0.0,0.0,0.0,0.3516483516483516,0.2967032967032967,0.3516483516483516,0.4736842105263157,0.5263157894736842,1,sp
1025,605330.0,715.0,Granada CF,548.0,Real Sociedad,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,Granada CF,Real Sociedad,1,0,H,0,0,5.5,4.2,1.57,2.0,1.8,1.0,0.0,1.0,0.1720368389470114,0.2252863367163244,0.6026768243366641,0.4736842105263157,0.5263157894736842,1,sp
1026,605328.0,545.0,Eibar,533.0,Villarreal,0-2,1-3,-1.0,-1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2020,Eibar,Villarreal,1,3,A,0,2,2.9,3.4,2.4,2.2,1.66,-2.0,0.0,-1.0,0.3266613290632505,0.2786228983186549,0.3947157726180944,0.4300518134715025,0.5699481865284974,1,sp
1027,605334.0,536.0,Sevilla,543.0,Real Betis,1-0,1-0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Sevilla,Real Betis,1,0,H,1,0,2.0,3.4,3.75,2.0,1.8,1.0,0.0,1.0,0.4713493530499075,0.277264325323475,0.2513863216266174,0.4736842105263157,0.5263157894736842,1,sp
1028,605326.0,529.0,Barcelona,726.0,Huesca,2-1,4-1,2.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2020,Barcelona,Huesca,4,1,H,2,1,1.18,7.5,13.0,1.4,3.0,3.0,0.0,2.0,0.8012162051113485,0.1260580162708521,0.0727257786177993,0.6818181818181818,0.3181818181818181,1,sp
1029,605082.0,536.0,Sevilla,797.0,Elche,1-0,2-0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Sevilla,Elche,2,0,H,1,0,1.4,4.5,8.0,1.9,1.9,2.0,0.0,1.0,0.6728971962616822,0.2093457943925233,0.1177570093457943,0.5,0.5,1,sp
1030,605337.0,543.0,Real Betis,539.0,Levante,0-0,2-0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,Real Betis,Levante,2,0,H,0,0,1.72,3.8,4.5,1.72,2.1,2.0,0.0,2.0,0.5450025497195308,0.2466853646098928,0.2083120856705761,0.549738219895288,0.450261780104712,1,sp
1031,605335.0,531.0,Athletic Club,545.0,Eibar,1-1,1-1,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Athletic Club,Eibar,1,1,D,1,1,1.75,3.6,4.75,2.3,1.61,0.0,0.0,0.0,0.5392195506503745,0.2621206148994876,0.1986598344501379,0.411764705882353,0.588235294117647,1,sp
1032,605338.0,538.0,Celta Vigo,541.0,Real Madrid,1-2,1-3,-1.0,-1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2020,Celta Vigo,Real Madrid,1,3,A,1,2,4.33,4.0,1.72,1.72,2.1,-2.0,0.0,-1.0,0.2173940519976238,0.2353290612874278,0.5472768867149485,0.549738219895288,0.450261780104712,1,sp
1033,605340.0,726.0,Huesca,727.0,Osasuna,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Huesca,Osasuna,0,0,D,0,0,2.45,3.2,3.0,2.37,1.57,0.0,0.0,0.0,0.3872529245663574,0.2964905203711174,0.3162565550625252,0.398477157360406,0.6015228426395939,1,sp
1034,605343.0,720.0,Valladolid,536.0,Sevilla,1-0,1-1,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2020,Valladolid,Sevilla,1,1,D,1,0,4.33,3.5,1.83,2.2,1.66,0.0,1.0,1.0,0.2172372040333877,0.2687534552755911,0.5140093406910212,0.4300518134715025,0.5699481865284974,1,sp
1035,605339.0,546.0,Getafe,797.0,Elche,0-1,1-1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Getafe,Elche,1,1,D,0,1,1.83,3.25,4.75,3.0,1.4,0.0,0.0,0.0,0.5132574183359654,0.2890034078630205,0.197739173801014,0.3181818181818181,0.6818181818181818,1,sp
1036,605342.0,532.0,Valencia,715.0,Granada CF,1-0,2-1,2.0,-1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2020,Valencia,Granada CF,2,1,H,1,0,2.0,3.5,3.75,2.1,1.72,1.0,0.0,2.0,0.4751131221719457,0.2714932126696832,0.253393665158371,0.450261780104712,0.549738219895288,1,sp
1037,605344.0,533.0,Villarreal,724.0,Cadiz,1-0,2-1,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2020,Villarreal,Cadiz,2,1,H,1,0,1.44,4.2,7.5,2.1,1.72,1.0,0.0,1.0,0.6515264333581534,0.2233804914370811,0.1250930752047654,0.450261780104712,0.549738219895288,1,sp
1038,605336.0,530.0,Atletico Madrid,542.0,Alaves,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,Atletico Madrid,Alaves,1,0,H,0,0,1.36,4.5,10.0,2.3,1.61,1.0,0.0,1.0,0.6953028430160691,0.2101359703337453,0.0945611866501854,0.411764705882353,0.588235294117647,1,sp
1039,605341.0,548.0,Real Sociedad,529.0,Barcelona,0-2,1-6,-5.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2020,Real Sociedad,Barcelona,1,6,A,0,2,3.6,3.8,1.95,1.66,2.2,-5.0,0.0,-2.0,0.263607257203842,0.2497331910352187,0.4866595517609391,0.5699481865284974,0.4300518134715025,1,sp
1040,605349.0,539.0,Levante,726.0,Huesca,0-1,0-2,-2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,Levante,Huesca,0,2,A,0,1,2.37,3.3,3.0,1.9,1.9,-2.0,0.0,-2.0,0.3986951794128308,0.286335628851033,0.3149691917361363,0.5,0.5,1,sp
1041,605348.0,715.0,Granada CF,533.0,Villarreal,0-2,0-3,-3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Granada CF,Villarreal,0,3,A,0,2,3.8,3.3,2.05,2.1,1.72,-3.0,0.0,-2.0,0.2496770621885956,0.2875069200959586,0.4628160177154456,0.450261780104712,0.549738219895288,1,sp
1042,605351.0,541.0,Real Madrid,545.0,Eibar,1-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Real Madrid,Eibar,2,0,H,1,0,1.33,5.5,8.0,1.72,2.1,2.0,0.0,2.0,0.7101928819304333,0.171737551448632,0.1180695666209345,0.549738219895288,0.450261780104712,1,sp
1043,605350.0,727.0,Osasuna,546.0,Getafe,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Osasuna,Getafe,0,0,D,0,0,2.55,2.8,3.2,3.2,1.36,0.0,0.0,0.0,0.3693322341302556,0.336356141797197,0.2943116240725474,0.2982456140350877,0.7017543859649122,1,sp
1044,605345.0,542.0,Alaves,538.0,Celta Vigo,0-3,1-3,-3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Alaves,Celta Vigo,1,3,A,0,3,3.0,3.2,2.5,2.3,1.61,-2.0,0.0,-2.0,0.3187250996015935,0.298804780876494,0.3824701195219123,0.411764705882353,0.588235294117647,1,sp
1045,605354.0,797.0,Elche,543.0,Real Betis,1-1,1-1,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Elche,Real Betis,1,1,D,1,1,4.33,3.75,1.8,2.0,1.8,0.0,0.0,0.0,0.2192875590858145,0.2532040348910871,0.5275084060230983,0.4736842105263157,0.5263157894736842,1,sp
1046,605347.0,724.0,Cadiz,532.0,Valencia,1-1,2-1,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Cadiz,Valencia,2,1,H,1,1,3.1,3.1,2.45,2.3,1.61,1.0,1.0,0.0,0.30625,0.30625,0.3875,0.411764705882353,0.588235294117647,1,sp
1047,605353.0,536.0,Sevilla,530.0,Atletico Madrid,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Sevilla,Atletico Madrid,1,0,H,0,0,2.9,3.0,2.7,2.5,1.53,1.0,0.0,1.0,0.3288672350791718,0.317904993909866,0.3532277710109623,0.3796526054590571,0.6203473945409429,1,sp
1048,605346.0,529.0,Barcelona,720.0,Valladolid,0-0,1-0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020,Barcelona,Valladolid,1,0,H,0,0,1.12,9.0,19.0,1.33,3.4,1.0,1.0,0.0,0.8450286617908678,0.1051591223561968,0.0498122158529353,0.7188160676532769,0.281183932346723,1,sp
1049,605352.0,548.0,Real Sociedad,531.0,Athletic Club,0-0,1-1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2020,Real Sociedad,Athletic Club,1,1,D,0,0,2.1,3.3,3.6,2.37,1.57,0.0,0.0,0.0,0.4505119453924914,0.2866894197952218,0.2627986348122866,0.398477157360406,0.6015228426395939,1,sp
1050,605360.0,726.0,Huesca,797.0,Elche,2-1,3-1,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Huesca,Elche,3,1,H,2,1,2.0,3.2,4.1,2.5,1.53,2.0,0.0,1.0,0.4733044733044733,0.2958152958152958,0.2308802308802309,0.3796526054590571,0.6203473945409429,1,sp
1051,605359.0,546.0,Getafe,724.0,Cadiz,0-0,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Getafe,Cadiz,0,1,A,0,0,1.9,3.1,4.5,3.2,1.36,-1.0,0.0,-1.0,0.4913702007749206,0.3011623811201127,0.2074674181049665,0.2982456140350877,0.7017543859649122,1,sp
1052,605355.0,531.0,Athletic Club,542.0,Alaves,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Athletic Club,Alaves,0,0,D,0,0,1.9,3.3,4.4,2.5,1.53,0.0,0.0,0.0,0.4981132075471697,0.2867924528301886,0.2150943396226415,0.3796526054590571,0.6203473945409429,1,sp
1053,605358.0,545.0,Eibar,539.0,Levante,0-1,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Eibar,Levante,0,1,A,0,1,2.2,3.5,3.1,2.1,1.72,-1.0,0.0,-1.0,0.4276704769412692,0.2688214426487978,0.303508080409933,0.450261780104712,0.549738219895288,1,sp
1054,605361.0,541.0,Real Madrid,529.0,Barcelona,2-0,2-1,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Real Madrid,Barcelona,2,1,H,2,0,2.8,3.8,2.3,1.57,2.37,1.0,0.0,1.0,0.3384972889233152,0.249419054996127,0.4120836560805577,0.6015228426395939,0.398477157360406,1,sp
1055,605364.0,533.0,Villarreal,727.0,Osasuna,0-0,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2020,Villarreal,Osasuna,1,2,A,0,0,1.61,3.6,6.0,2.2,1.66,-1.0,0.0,-1.0,0.582901554404145,0.2606865284974093,0.1564119170984455,0.4300518134715025,0.5699481865284974,1,sp
1056,605362.0,532.0,Valencia,548.0,Real Sociedad,0-2,2-2,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2020,Valencia,Real Sociedad,2,2,D,0,2,3.5,3.3,2.1,2.0,1.8,0.0,0.0,0.0,0.2682926829268292,0.2845528455284553,0.4471544715447154,0.4736842105263157,0.5263157894736842,1,sp
1057,605363.0,720.0,Valladolid,715.0,Granada CF,1-0,1-2,1.0,-2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2020,Valladolid,Granada CF,1,2,A,1,0,2.05,3.4,3.6,2.3,1.61,-1.0,1.0,1.0,0.4603234298608499,0.2775479503572771,0.2621286197818728,0.411764705882353,0.588235294117647,1,sp
1058,605356.0,543.0,Real Betis,530.0,Atletico Madrid,1-1,1-1,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Real Betis,Atletico Madrid,1,1,D,1,1,3.25,3.2,2.3,2.3,1.61,0.0,0.0,0.0,0.2916584109371904,0.296215573608084,0.4121260154547256,0.411764705882353,0.588235294117647,1,sp
1059,605357.0,538.0,Celta Vigo,536.0,Sevilla,3-2,3-4,0.0,-1.0,6.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2020,Celta Vigo,Sevilla,3,4,A,3,2,3.5,3.3,2.15,2.3,1.61,-1.0,1.0,0.0,0.2711119602598395,0.2875429881543752,0.4413450515857852,0.411764705882353,0.588235294117647,1,sp
1060,605393.0,727.0,Osasuna,797.0,Elche,1-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Osasuna,Elche,2,0,H,1,0,1.9,3.3,4.33,2.5,1.53,2.0,0.0,2.0,0.4963871326339192,0.2857986521225595,0.2178142152435211,0.3796526054590571,0.6203473945409429,1,sp
1061,605394.0,548.0,Real Sociedad,536.0,Sevilla,1-2,1-2,-1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Real Sociedad,Sevilla,1,2,A,1,2,2.9,3.25,2.45,2.1,1.72,-1.0,0.0,-1.0,0.3250995202613045,0.2900888026947024,0.384811677043993,0.450261780104712,0.549738219895288,1,sp
1062,605385.0,542.0,Alaves,726.0,Huesca,0-0,1-0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Alaves,Huesca,1,0,H,0,0,2.37,3.1,3.25,2.5,1.53,1.0,1.0,0.0,0.4010030050349261,0.3065732651396048,0.2924237298254692,0.3796526054590571,0.6203473945409429,1,sp
1063,605387.0,530.0,Atletico Madrid,545.0,Eibar,2-0,5-0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2020,Atletico Madrid,Eibar,5,0,H,2,0,1.4,4.33,9.0,2.1,1.72,5.0,0.0,2.0,0.6761868406440866,0.2186285397001665,0.1051846196557468,0.450261780104712,0.549738219895288,1,sp
1064,605389.0,543.0,Real Betis,532.0,Valencia,2-1,2-2,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Real Betis,Valencia,2,2,D,2,1,1.85,3.6,4.2,1.8,2.0,0.0,0.0,0.0,0.5116751269035532,0.2629441624365482,0.2253807106598984,0.5263157894736842,0.4736842105263157,1,sp
1065,605391.0,724.0,Cadiz,538.0,Celta Vigo,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Cadiz,Celta Vigo,0,0,D,0,0,3.6,3.5,2.05,2.2,1.66,0.0,0.0,0.0,0.2642238998342847,0.2717731541152642,0.4640029460504511,0.4300518134715025,0.5699481865284974,1,sp
1066,605390.0,546.0,Getafe,541.0,Real Madrid,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Getafe,Real Madrid,0,0,D,0,0,6.0,3.75,1.61,2.2,1.66,0.0,0.0,0.0,0.1580600824661299,0.2528961319458079,0.5890437855880619,0.4300518134715025,0.5699481865284974,1,sp
1067,605392.0,539.0,Levante,533.0,Villarreal,1-2,1-5,-4.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2020,Levante,Villarreal,1,5,A,1,2,3.75,3.4,2.05,1.9,1.9,-4.0,0.0,-2.0,0.2543099516555687,0.2804889172671714,0.4652011310772599,0.5,0.5,1,sp
1068,605371.0,539.0,Levante,536.0,Sevilla,0-0,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,Levante,Sevilla,0,1,A,0,0,5.0,4.2,1.61,1.72,2.1,-1.0,0.0,-1.0,0.1888193901485535,0.2247849882720875,0.5863956215793588,0.549738219895288,0.450261780104712,1,sp
1069,605372.0,727.0,Osasuna,532.0,Valencia,2-1,3-1,2.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020,Osasuna,Valencia,3,1,H,2,1,2.3,3.25,3.2,2.2,1.66,2.0,0.0,2.0,0.4121260154547256,0.2916584109371904,0.296215573608084,0.4300518134715025,0.5699481865284974,1,sp
1070,605368.0,543.0,Real Betis,531.0,Athletic Club,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Real Betis,Athletic Club,0,0,D,0,0,2.37,3.3,3.0,2.2,1.66,0.0,0.0,0.0,0.3986951794128308,0.286335628851033,0.3149691917361363,0.4300518134715025,0.5699481865284974,1,sp
1071,605365.0,542.0,Alaves,533.0,Villarreal,1-0,2-1,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020,Alaves,Villarreal,2,1,H,1,0,4.33,3.6,1.83,2.1,1.72,1.0,1.0,0.0,0.2188711590403955,0.2632533662902535,0.517875474669351,0.450261780104712,0.549738219895288,1,sp
1072,605374.0,797.0,Elche,720.0,Valladolid,1-0,1-1,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,Elche,Valladolid,1,1,D,1,0,2.8,3.0,2.7,2.5,1.53,0.0,1.0,1.0,0.3366583541147132,0.3142144638403989,0.3491271820448877,0.3796526054590571,0.6203473945409429,1,sp
1073,605369.0,724.0,Cadiz,541.0,Real Madrid,0-3,0-3,-3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Cadiz,Real Madrid,0,3,A,0,3,9.0,4.75,1.36,1.9,1.9,-3.0,0.0,-2.0,0.1051261187957689,0.1991863303498779,0.6956875508543532,0.5,0.5,1,sp
1074,605366.0,530.0,Atletico Madrid,726.0,Huesca,1-0,2-0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,Atletico Madrid,Huesca,2,0,H,1,0,1.36,4.75,9.0,2.0,1.8,2.0,0.0,1.0,0.6956875508543532,0.1991863303498779,0.1051261187957689,0.4736842105263157,0.5263157894736842,1,sp
