index,id_match,id_team_home,name_team_home,id_team_away,name_team_away,score_HT,score_FT,0-75_dif,76-90+_dif,0-75,75+,0-15,16-30,31-45,46-59,60-74,75-79,80-84,85-89,90+,year,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HW,D,AW,>2.5,<2.5,match_dif,comeback,dif_class,prob_HW,prob_D,prob_AW,prob_25more,prob_25less,id_country,country
0,65.0,33.0,Manchester United,46.0,Leicester,1-0,2-1,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2018,Manchester United,Leicester,2,1,H,1,0,1.57,3.9,7.5,2.03,1.79,1.0,0.0,1.0,0.6203868668872486,0.2497454823110206,0.1298676508017307,0.468586387434555,0.5314136125654451,0,en
1,66.0,34.0,Newcastle,47.0,Tottenham,1-2,1-2,-1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Newcastle,Tottenham,1,2,A,1,2,3.9,3.5,2.04,2.01,1.81,-1.0,0.0,-1.0,0.2483823836359841,0.2767689417658108,0.4748486745982049,0.4738219895287958,0.5261780104712042,0,en
2,67.0,35.0,Bournemouth,43.0,Cardiff,1-0,2-0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Bournemouth,Cardiff,2,0,H,1,0,1.9,3.6,4.5,1.98,1.83,2.0,0.0,1.0,0.5128205128205129,0.2706552706552707,0.2165242165242165,0.4803149606299213,0.5196850393700787,0,en
3,68.0,36.0,Fulham,52.0,Crystal Palace,0-1,0-2,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,Fulham,Crystal Palace,0,2,A,0,1,2.5,3.4,3.0,1.95,1.87,-2.0,0.0,-1.0,0.3893129770992367,0.2862595419847328,0.3244274809160305,0.4895287958115184,0.5104712041884817,0,en
4,69.0,37.0,Huddersfield,49.0,Chelsea,0-2,0-3,-2.0,-1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Huddersfield,Chelsea,0,3,A,0,2,6.5,4.0,1.61,1.98,1.84,-3.0,0.0,-2.0,0.1500990560540729,0.2439109660878685,0.6059899778580585,0.4816753926701571,0.518324607329843,0,en
5,70.0,38.0,Watford,51.0,Brighton,1-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Watford,Brighton,2,0,H,1,0,2.37,3.2,3.4,2.35,1.59,2.0,0.0,2.0,0.4102254731920669,0.3038232410828745,0.2859512857250584,0.4035532994923858,0.5964467005076142,0,en
6,71.0,39.0,Wolves,45.0,Everton,1-1,2-2,-1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,Wolves,Everton,2,2,D,1,1,2.37,3.3,3.3,2.09,1.75,0.0,1.0,-1.0,0.4104477611940298,0.2947761194029851,0.2947761194029851,0.4557291666666667,0.5442708333333333,0,en
7,72.0,40.0,Liverpool,48.0,West Ham,2-0,4-0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2018,Liverpool,West Ham,4,0,H,2,0,1.25,6.5,14.0,1.44,2.72,4.0,0.0,2.0,0.780278670953912,0.15005359056806,0.0696677384780278,0.6538461538461539,0.3461538461538461,0,en
8,73.0,41.0,Southampton,44.0,Burnley,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Southampton,Burnley,0,0,D,0,0,1.85,3.5,5.0,2.34,1.6,0.0,0.0,0.0,0.526711813393529,0.2784048156508653,0.1948833709556057,0.4060913705583756,0.5939086294416244,0,en
9,74.0,42.0,Arsenal,50.0,Manchester City,0-1,0-2,-2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Arsenal,Manchester City,0,2,A,0,1,4.0,3.8,1.95,1.55,2.42,-2.0,0.0,-2.0,0.2436698454455771,0.256494574153239,0.4998355804011839,0.6095717884130982,0.3904282115869018,0,en
10,75.0,43.0,Cardiff,34.0,Newcastle,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Cardiff,Newcastle,0,0,D,0,0,3.25,3.1,2.54,2.48,1.53,0.0,0.0,0.0,0.3004884750419783,0.3150282399633644,0.3844832849946573,0.3815461346633417,0.6184538653366584,0,en
11,77.0,45.0,Everton,41.0,Southampton,2-0,2-1,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Everton,Southampton,2,1,H,2,0,1.9,3.5,4.75,2.15,1.7,1.0,0.0,1.0,0.5147058823529411,0.2794117647058823,0.2058823529411764,0.4415584415584415,0.5584415584415584,0,en
12,78.0,46.0,Leicester,39.0,Wolves,2-0,2-0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Leicester,Wolves,2,0,H,2,0,2.04,3.5,3.9,2.03,1.78,2.0,0.0,2.0,0.474848674598205,0.2767689417658109,0.2483823836359842,0.4671916010498688,0.5328083989501312,0,en
13,79.0,47.0,Tottenham,36.0,Fulham,1-0,3-1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2018,Tottenham,Fulham,3,1,H,1,0,1.28,6.0,12.0,1.51,2.54,2.0,0.0,1.0,0.7575757575757576,0.1616161616161616,0.0808080808080808,0.6271604938271605,0.3728395061728394,0,en
14,80.0,48.0,West Ham,35.0,Bournemouth,1-0,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2018,West Ham,Bournemouth,1,2,A,1,0,2.1,3.6,3.7,1.78,2.04,-1.0,0.0,-1.0,0.4649214659685864,0.2712041884816754,0.2638743455497382,0.5340314136125655,0.4659685863874345,0,en
15,81.0,49.0,Chelsea,42.0,Arsenal,2-2,3-2,0.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Chelsea,Arsenal,3,2,H,2,2,1.8,4.0,4.5,1.68,2.17,1.0,1.0,0.0,0.5405405405405406,0.2432432432432432,0.2162162162162162,0.5636363636363637,0.4363636363636364,0,en
16,76.0,44.0,Burnley,38.0,Watford,1-1,1-3,-2.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2018,Burnley,Watford,1,3,A,1,1,2.45,3.1,3.4,2.59,1.49,-2.0,0.0,-2.0,0.3982618552805592,0.3147553372378613,0.2869828074815794,0.3651960784313725,0.6348039215686274,0,en
17,82.0,50.0,Manchester City,37.0,Huddersfield,3-1,6-1,4.0,1.0,5.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2018,Manchester City,Huddersfield,6,1,H,3,1,1.1,13.0,26.0,1.32,3.32,5.0,0.0,2.0,0.887372013651877,0.0750853242320819,0.0375426621160409,0.7155172413793104,0.2844827586206896,0,en
18,83.0,51.0,Brighton,33.0,Manchester United,3-1,3-2,2.0,-1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Brighton,Manchester United,3,2,H,3,1,5.5,3.6,1.75,2.26,1.64,1.0,0.0,2.0,0.1763470958712386,0.2694191742477257,0.5542337298810357,0.4205128205128206,0.5794871794871795,0,en
19,84.0,52.0,Crystal Palace,40.0,Liverpool,0-1,0-2,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Crystal Palace,Liverpool,0,2,A,0,1,7.0,5.0,1.44,1.55,2.43,-2.0,0.0,-1.0,0.1377199693955623,0.1928079571537873,0.6694720734506504,0.6105527638190955,0.3894472361809045,0,en
20,85.0,39.0,Wolves,50.0,Manchester City,0-0,1-1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2018,Wolves,Manchester City,1,1,D,0,0,11.0,6.5,1.28,1.54,2.46,0.0,0.0,0.0,0.088604898828541,0.1499467518636847,0.7614483493077742,0.615,0.385,0,en
21,86.0,42.0,Arsenal,48.0,West Ham,1-1,3-1,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2018,Arsenal,West Ham,3,1,H,1,1,1.36,5.5,9.0,1.44,2.73,2.0,0.0,1.0,0.7151112395261485,0.1768275065010112,0.1080612539728402,0.6546762589928057,0.3453237410071942,0,en
22,87.0,35.0,Bournemouth,45.0,Everton,0-0,2-2,-1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2018,Bournemouth,Everton,2,2,D,0,0,2.62,3.6,2.75,1.72,2.12,0.0,1.0,-1.0,0.3730640238158043,0.271507706221502,0.3554282699626936,0.5520833333333334,0.4479166666666666,0,en
23,89.0,37.0,Huddersfield,43.0,Cardiff,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Cardiff,0,0,D,0,0,2.37,3.0,3.7,2.58,1.5,0.0,0.0,0.0,0.4114311130879573,0.3250305793394863,0.2635383075725565,0.3676470588235294,0.6323529411764707,0,en
24,90.0,41.0,Southampton,46.0,Leicester,0-0,1-2,0.0,-1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2018,Southampton,Leicester,1,2,A,0,0,2.45,3.2,3.25,2.27,1.63,-1.0,1.0,0.0,0.39690869191871,0.3038832172502623,0.2992080908310275,0.4179487179487179,0.5820512820512821,0,en
25,91.0,40.0,Liverpool,51.0,Brighton,1-0,1-0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Brighton,1,0,H,1,0,1.16,8.5,19.0,1.41,2.85,1.0,0.0,1.0,0.8350568769389864,0.113960703205791,0.0509824198552223,0.6690140845070424,0.3309859154929577,0,en
26,92.0,38.0,Watford,52.0,Crystal Palace,0-0,2-1,2.0,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2018,Watford,Crystal Palace,2,1,H,0,0,2.6,3.25,3.0,2.13,1.71,1.0,0.0,2.0,0.375,0.3,0.325,0.4453125,0.5546875,0,en
27,88.0,36.0,Fulham,44.0,Burnley,3-2,4-2,1.0,1.0,5.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Fulham,Burnley,4,2,H,3,2,2.0,3.4,4.33,2.22,1.65,2.0,0.0,1.0,0.4877741700351202,0.2869259823736001,0.2252998475912795,0.4263565891472868,0.5736434108527132,0,en
28,93.0,34.0,Newcastle,49.0,Chelsea,0-0,1-2,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2018,Newcastle,Chelsea,1,2,A,0,0,5.75,4.0,1.66,1.88,1.92,-1.0,1.0,0.0,0.169452596656884,0.2435881076942707,0.5869592956488452,0.5052631578947367,0.4947368421052631,0,en
29,94.0,33.0,Manchester United,47.0,Tottenham,0-0,0-3,-2.0,-1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2018,Manchester United,Tottenham,0,3,A,0,0,2.62,3.3,2.9,2.03,1.79,-3.0,0.0,-2.0,0.3707290617494382,0.2943364066010692,0.3349345316494925,0.468586387434555,0.5314136125654451,0,en
30,95.0,46.0,Leicester,40.0,Liverpool,0-2,1-2,-1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Leicester,Liverpool,1,2,A,0,2,7.5,5.0,1.44,1.65,2.25,-1.0,0.0,-1.0,0.1297297297297297,0.1945945945945946,0.6756756756756758,0.5769230769230769,0.423076923076923,0,en
31,96.0,51.0,Brighton,36.0,Fulham,0-1,2-2,-1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2018,Brighton,Fulham,2,2,D,0,1,2.3,3.4,3.4,1.92,1.88,0.0,1.0,-1.0,0.425,0.2875,0.2875,0.4947368421052631,0.5052631578947367,0,en
32,98.0,49.0,Chelsea,35.0,Bournemouth,0-0,2-0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2018,Chelsea,Bournemouth,2,0,H,0,0,1.3,6.0,11.0,1.42,2.82,2.0,0.0,1.0,0.7491486946651532,0.1623155505107832,0.0885357548240635,0.6650943396226415,0.3349056603773584,0,en
33,99.0,52.0,Crystal Palace,41.0,Southampton,0-0,0-2,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2018,Crystal Palace,Southampton,0,2,A,0,0,2.0,3.5,4.2,2.12,1.72,-2.0,0.0,-1.0,0.4883720930232558,0.2790697674418604,0.2325581395348837,0.4479166666666666,0.5520833333333334,0,en
34,100.0,45.0,Everton,37.0,Huddersfield,1-1,1-1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Everton,Huddersfield,1,1,D,1,1,1.53,4.2,7.5,2.07,1.75,0.0,0.0,0.0,0.6376389141920205,0.2322827473128074,0.1300783384951721,0.4581151832460733,0.5418848167539266,0,en
35,101.0,48.0,West Ham,39.0,Wolves,0-0,0-1,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,West Ham,Wolves,0,1,A,0,0,2.6,3.4,2.87,1.85,1.95,-1.0,1.0,0.0,0.3744435917114351,0.2863392171910974,0.3392171910974673,0.513157894736842,0.4868421052631579,0,en
36,102.0,50.0,Manchester City,34.0,Newcastle,1-1,2-1,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester City,Newcastle,2,1,H,1,1,1.11,11.0,26.0,1.37,3.03,1.0,0.0,1.0,0.8744305500351607,0.0882379918671844,0.0373314580976549,0.6886363636363636,0.3113636363636363,0,en
37,103.0,43.0,Cardiff,42.0,Arsenal,1-1,2-3,0.0,-1.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2018,Cardiff,Arsenal,2,3,A,1,1,6.5,4.33,1.57,1.76,2.07,-1.0,1.0,0.0,0.1505733353120064,0.2260338751796864,0.623392789508307,0.5404699738903395,0.4595300261096606,0,en
38,97.0,44.0,Burnley,33.0,Manchester United,0-2,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Burnley,Manchester United,0,2,A,0,2,6.0,3.75,1.7,2.14,1.7,-2.0,0.0,-2.0,0.1631477927063339,0.2610364683301344,0.5758157389635318,0.4427083333333333,0.5572916666666667,0,en
39,104.0,38.0,Watford,47.0,Tottenham,0-0,2-1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2018,Watford,Tottenham,2,1,H,0,0,5.5,4.2,1.64,1.7,2.14,1.0,1.0,0.0,0.1765791632485644,0.2312346185397867,0.5921862182116489,0.5572916666666667,0.4427083333333333,0,en
40,105.0,47.0,Tottenham,40.0,Liverpool,0-1,1-2,-2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2018,Tottenham,Liverpool,1,2,A,0,1,3.0,3.6,2.4,1.66,2.23,-1.0,0.0,-2.0,0.3243243243243243,0.2702702702702702,0.4054054054054054,0.5732647814910026,0.4267352185089973,0,en
41,106.0,35.0,Bournemouth,46.0,Leicester,3-0,4-2,3.0,-1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2018,Bournemouth,Leicester,4,2,H,3,0,2.45,3.5,3.0,1.88,1.94,2.0,0.0,2.0,0.3973509933774835,0.2781456953642384,0.3245033112582782,0.5078534031413613,0.4921465968586388,0,en
42,107.0,49.0,Chelsea,43.0,Cardiff,2-1,4-1,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2018,Chelsea,Cardiff,4,1,H,2,1,1.18,8.0,19.0,1.51,2.53,3.0,0.0,1.0,0.8267159795496574,0.1219406069835744,0.0513434134667681,0.6262376237623761,0.3737623762376237,0,en
43,108.0,37.0,Huddersfield,52.0,Crystal Palace,0-1,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Crystal Palace,0,1,A,0,1,3.3,3.1,2.5,2.36,1.59,-1.0,0.0,-1.0,0.2954632100648113,0.3145253526496378,0.3900114372855509,0.4025316455696203,0.5974683544303797,0,en
44,109.0,50.0,Manchester City,36.0,Fulham,2-0,3-0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester City,Fulham,3,0,H,2,0,1.12,10.0,26.0,1.26,3.85,3.0,0.0,2.0,0.8657432072456047,0.0969632392115077,0.0372935535428875,0.7534246575342466,0.2465753424657534,0,en
45,110.0,34.0,Newcastle,42.0,Arsenal,0-0,1-2,-2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2018,Newcastle,Arsenal,1,2,A,0,0,4.2,3.8,1.9,1.71,2.14,-1.0,0.0,-2.0,0.2317073170731707,0.2560975609756097,0.5121951219512195,0.5558441558441558,0.4441558441558441,0,en
46,111.0,38.0,Watford,33.0,Manchester United,0-2,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Watford,Manchester United,1,2,A,0,2,4.33,3.6,1.95,1.99,1.83,-1.0,0.0,-1.0,0.2260760349741558,0.2719192309550263,0.5020047340708178,0.4790575916230366,0.5209424083769634,0,en
47,112.0,39.0,Wolves,44.0,Burnley,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Wolves,Burnley,1,0,H,0,0,1.75,3.6,5.75,2.28,1.63,1.0,0.0,1.0,0.5585160202360877,0.2715008431703204,0.1699831365935919,0.4168797953964194,0.5831202046035805,0,en
48,113.0,45.0,Everton,48.0,West Ham,1-2,1-3,-2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Everton,West Ham,1,3,A,1,2,2.0,3.75,3.9,1.79,2.03,-2.0,0.0,-2.0,0.4887218045112782,0.2606516290726817,0.2506265664160401,0.5314136125654451,0.468586387434555,0,en
49,114.0,41.0,Southampton,51.0,Brighton,1-0,2-2,1.0,-1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2018,Southampton,Brighton,2,2,D,1,0,2.1,3.4,3.9,2.27,1.63,0.0,1.0,1.0,0.4637985309548793,0.2864637985309549,0.2497376705141658,0.4179487179487179,0.5820512820512821,0,en
50,115.0,36.0,Fulham,38.0,Watford,0-1,1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Fulham,Watford,1,1,D,0,1,2.54,3.5,2.9,1.76,2.06,0.0,0.0,0.0,0.3843823373475725,0.2789517533893812,0.3366659092630463,0.5392670157068064,0.4607329842931937,0,en
51,116.0,44.0,Burnley,35.0,Bournemouth,2-0,4-0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2018,Burnley,Bournemouth,4,0,H,2,0,3.0,3.4,2.5,2.02,1.8,4.0,0.0,2.0,0.3244274809160305,0.2862595419847328,0.3893129770992367,0.4712041884816754,0.5287958115183247,0,en
52,117.0,43.0,Cardiff,50.0,Manchester City,0-3,0-5,-4.0,-1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2018,Cardiff,Manchester City,0,5,A,0,3,23.0,8.0,1.16,1.45,2.7,-5.0,0.0,-2.0,0.0421894889979996,0.1212947808692489,0.8365157301327514,0.6506024096385543,0.3493975903614458,0,en
53,118.0,52.0,Crystal Palace,34.0,Newcastle,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Crystal Palace,Newcastle,0,0,D,0,0,2.14,3.4,3.75,2.11,1.73,0.0,0.0,0.0,0.4545292502941071,0.2860860575380556,0.2593846921678371,0.4505208333333333,0.5494791666666667,0,en
54,119.0,46.0,Leicester,37.0,Huddersfield,1-1,3-1,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,Leicester,Huddersfield,3,1,H,1,1,1.61,4.0,6.5,2.18,1.68,2.0,0.0,2.0,0.6059899778580585,0.2439109660878685,0.1500990560540729,0.4352331606217616,0.5647668393782384,0,en
55,120.0,40.0,Liverpool,41.0,Southampton,3-0,3-0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Southampton,3,0,H,3,0,1.2,7.5,17.0,1.49,2.59,3.0,0.0,2.0,0.8126195028680689,0.130019120458891,0.0573613766730401,0.6348039215686274,0.3651960784313725,0,en
56,121.0,33.0,Manchester United,39.0,Wolves,1-0,1-1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester United,Wolves,1,1,D,1,0,1.57,4.33,6.5,1.85,1.95,0.0,0.0,0.0,0.623392789508307,0.2260338751796864,0.1505733353120064,0.513157894736842,0.4868421052631579,0,en
57,122.0,51.0,Brighton,47.0,Tottenham,0-1,1-2,-1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2018,Brighton,Tottenham,1,2,A,0,1,5.0,4.0,1.75,1.8,2.02,-1.0,0.0,-1.0,0.1958041958041958,0.2447552447552447,0.5594405594405595,0.5287958115183247,0.4712041884816754,0,en
58,123.0,48.0,West Ham,49.0,Chelsea,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,West Ham,Chelsea,0,0,D,0,0,6.0,4.5,1.57,1.58,2.37,0.0,0.0,0.0,0.1624698171783374,0.2166264229044498,0.6209037599172129,0.6,0.3999999999999999,0,en
59,124.0,42.0,Arsenal,45.0,Everton,0-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2018,Arsenal,Everton,2,0,H,0,0,1.44,5.0,7.5,1.44,2.75,2.0,0.0,2.0,0.6756756756756758,0.1945945945945946,0.1297297297297297,0.6563245823389022,0.3436754176610979,0,en
60,125.0,48.0,West Ham,33.0,Manchester United,2-0,3-1,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2018,West Ham,Manchester United,3,1,H,2,0,4.5,3.8,1.85,1.82,2.0,2.0,0.0,2.0,0.2166076105376675,0.2565090124788168,0.5268833769835156,0.5235602094240838,0.4764397905759163,0,en
61,126.0,42.0,Arsenal,38.0,Watford,0-0,2-0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2018,Arsenal,Watford,2,0,H,0,0,1.44,5.1,7.0,1.44,2.73,2.0,1.0,0.0,0.6720126496498758,0.1897447481364355,0.1382426022136887,0.6546762589928057,0.3453237410071942,0,en
62,127.0,45.0,Everton,36.0,Fulham,0-0,3-0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2018,Everton,Fulham,3,0,H,0,0,1.75,4.2,4.75,1.61,2.31,3.0,0.0,2.0,0.5601965601965602,0.2334152334152334,0.2063882063882063,0.5892857142857143,0.4107142857142857,0,en
63,128.0,37.0,Huddersfield,47.0,Tottenham,0-2,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Tottenham,0,2,A,0,2,8.5,4.5,1.44,1.79,2.03,-2.0,0.0,-2.0,0.1137440758293839,0.2148499210110584,0.6714060031595577,0.5314136125654451,0.468586387434555,0,en
64,129.0,50.0,Manchester City,51.0,Brighton,1-0,2-0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Manchester City,Brighton,2,0,H,1,0,1.1,12.0,34.0,1.3,3.44,2.0,0.0,2.0,0.8896641953772351,0.0815525512429132,0.0287832533798517,0.7257383966244725,0.2742616033755274,0,en
65,130.0,34.0,Newcastle,46.0,Leicester,0-1,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Newcastle,Leicester,0,2,A,0,1,2.6,3.3,3.0,2.2,1.68,-2.0,0.0,-2.0,0.3767123287671233,0.2968036529680365,0.3264840182648402,0.4329896907216495,0.5670103092783505,0,en
66,131.0,39.0,Wolves,41.0,Southampton,0-0,2-0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2018,Wolves,Southampton,2,0,H,0,0,1.8,3.6,5.25,2.13,1.72,2.0,1.0,0.0,0.5426356589147288,0.2713178294573644,0.1860465116279069,0.4467532467532467,0.5532467532467532,0,en
67,132.0,49.0,Chelsea,40.0,Liverpool,1-0,1-1,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018,Chelsea,Liverpool,1,1,D,1,0,2.8,3.6,2.54,1.64,2.25,0.0,1.0,1.0,0.3472053462940462,0.270048602673147,0.3827460510328068,0.5784061696658098,0.4215938303341903,0,en
68,133.0,43.0,Cardiff,44.0,Burnley,0-0,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2018,Cardiff,Burnley,1,2,A,0,0,2.62,3.0,3.2,2.43,1.55,-1.0,0.0,-1.0,0.3714595263891038,0.3244079863798174,0.3041324872310788,0.3894472361809045,0.6105527638190955,0,en
69,134.0,35.0,Bournemouth,52.0,Crystal Palace,1-0,2-1,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2018,Bournemouth,Crystal Palace,2,1,H,1,0,2.25,3.5,3.4,1.77,2.04,1.0,1.0,0.0,0.4339106654512306,0.2789425706472197,0.2871467639015497,0.5354330708661418,0.4645669291338583,0,en
70,135.0,51.0,Brighton,48.0,West Ham,1-0,1-0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Brighton,West Ham,1,0,H,1,0,2.7,3.3,2.87,2.05,1.78,1.0,0.0,1.0,0.3624569460390355,0.2965556831228473,0.340987370838117,0.4647519582245431,0.5352480417754569,0,en
71,136.0,44.0,Burnley,37.0,Huddersfield,1-0,1-1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Burnley,Huddersfield,1,1,D,1,0,2.14,3.1,4.2,2.55,1.51,0.0,0.0,0.0,0.4545771943300049,0.3138049018923259,0.2316179037776691,0.3719211822660098,0.6280788177339901,0,en
